Band0, Band1, Band2
180, 147, 190
205, 130, 181
40, 214, 177
173, 142, 188
190, 132, 189
181, 124, 141
181, 214, 160
179, 119, 186
5, 171, 66
95, 82, 151
21, 85, 52
38, 89, 111
39, 28, 108
181, 34, 89
42, 167, 111
64, 42, 167
44, 51, 48
18, 165, 127
67, 121, 197
183, 125, 140
180, 143, 173
190, 132, 237
143, 215, 189
188, 90, 156
186, 216, 188
15, 98, 173
163, 119, 173
44, 107, 173
218, 144, 165
190, 129, 161
171, 138, 186
220, 133, 191
117, 108, 189
162, 142, 170
195, 139, 173
169, 130, 188
188, 119, 236
174, 215, 172
196, 128, 197
195, 133, 163
169, 142, 173
181, 121, 177
179, 130, 188
186, 130, 173
117, 118, 168
181, 131, 187
189, 121, 172
162, 106, 188
162, 143, 173
186, 106, 175
176, 215, 189
169, 122, 186
164, 217, 172
197, 132, 196
182, 214, 172
186, 130, 186
164, 118, 168
54, 133, 245
178, 97, 172
186, 130, 173
162, 125, 170
14, 129, 142
61, 174, 208
10, 85, 140
92, 120, 30
87, 113, 27
19, 112, 79
118, 184, 95
22, 30, 148
166, 171, 107
22, 29, 111
161, 48, 79
43, 167, 111
62, 161, 149
66, 207, 190
60, 118, 161
183, 133, 173
166, 218, 137
197, 205, 183
163, 107, 163
50, 74, 161
195, 122, 176
178, 214, 189
139, 143, 173
54, 107, 188
164, 132, 177
212, 131, 179
195, 133, 145
124, 129, 172
174, 126, 177
179, 73, 194
162, 139, 173
190, 132, 166
182, 118, 183
196, 124, 141
162, 119, 186
70, 216, 181
179, 143, 181
175, 132, 189
172, 109, 172
162, 143, 173
175, 131, 189
188, 106, 134
218, 147, 173
171, 130, 186
163, 142, 173
205, 138, 181
188, 130, 145
173, 142, 236
176, 121, 189
21, 151, 173
216, 125, 181
188, 106, 173
194, 139, 145
176, 131, 183
24, 243, 21
199, 227, 42
182, 221, 208
11, 5, 222
91, 45, 73
88, 57, 150
19, 57, 220
114, 12, 122
159, 182, 75
39, 47, 95
60, 34, 148
105, 172, 0
15, 165, 122
14, 97, 147
183, 107, 48
191, 131, 189
16, 0, 186
220, 147, 1
190, 128, 161
126, 121, 180
171, 133, 188
54, 150, 21
183, 246, 240
198, 149, 17
183, 238, 16
64, 147, 3
100, 89, 75
19, 44, 95
19, 48, 126
104, 39, 77
39, 101, 73
164, 110, 83
104, 205, 109
17, 92, 54
184, 35, 111
59, 200, 168
6, 86, 152
106, 174, 221
18, 56, 108
107, 67, 3
10, 181, 167
109, 181, 167
112, 68, 64
184, 39, 85
91, 192, 151
96, 178, 152
106, 170, 221
18, 37, 108
105, 205, 109
7, 43, 169
2, 21, 162
112, 50, 219
195, 139, 31
160, 31, 111
5, 205, 124
86, 113, 235
4, 113, 40
7, 83, 1
2, 180, 168
9, 26, 221
53, 105, 44
25, 100, 79
68, 26, 168
57, 130, 173
229, 55, 126
112, 180, 111
124, 187, 147
129, 54, 168
167, 33, 95
118, 98, 167
104, 205, 67
81, 112, 48
87, 71, 235
113, 93, 108
93, 33, 108
6, 82, 220
163, 165, 94
195, 151, 36
97, 91, 121
131, 93, 48
147, 48, 152
118, 57, 170
119, 172, 109
39, 188, 220
39, 186, 127
7, 79, 220
107, 44, 151
163, 0, 30
110, 88, 227
15, 46, 79
106, 34, 75
109, 136, 220
109, 125, 44
97, 120, 211
1, 91, 220
93, 53, 223
90, 192, 151
107, 194, 152
106, 197, 172
96, 55, 151
7, 81, 167
95, 88, 99
203, 109, 234
72, 101, 79
186, 138, 204
53, 119, 48
41, 80, 219
112, 163, 162
53, 95, 156
10, 207, 223
109, 48, 220
9, 182, 168
60, 26, 219
7, 151, 167
199, 141, 230
11, 18, 148
85, 166, 79
8, 34, 172
41, 50, 96
41, 172, 119
160, 50, 83
118, 33, 79
20, 110, 83
108, 22, 26
10, 114, 211
40, 35, 222
105, 78, 119
174, 71, 58
5, 18, 162
83, 90, 51
160, 34, 111
60, 50, 97
96, 92, 81
111, 81, 151
194, 101, 47
61, 89, 147
111, 46, 47
109, 42, 152
42, 109, 46
55, 109, 183
97, 88, 117
31, 150, 247
12, 37, 223
92, 33, 81
96, 88, 211
96, 20, 149
248, 49, 125
39, 175, 127
183, 100, 213
10, 2, 151
128, 183, 221
104, 89, 111
81, 211, 32
86, 89, 75
159, 77, 222
193, 50, 96
70, 51, 99
14, 50, 96
16, 43, 95
104, 52, 97
85, 0, 73
107, 201, 211
61, 214, 172
196, 154, 147
205, 100, 130
172, 96, 107
94, 170, 97
118, 57, 99
171, 55, 79
117, 191, 119
160, 197, 162
80, 197, 168
93, 194, 151
42, 191, 162
