Band0, Band1, Band2
200, 57, 99
19, 162, 81
22, 52, 214
93, 51, 151
130, 52, 28
123, 182, 232
38, 29, 86
93, 164, 227
118, 43, 65
39, 55, 121
19, 43, 54
160, 167, 107
120, 53, 116
104, 191, 107
182, 34, 89
39, 162, 227
22, 34, 228
39, 55, 151
40, 52, 107
131, 42, 48
194, 51, 223
40, 167, 107
22, 182, 97
39, 175, 11
15, 165, 211
66, 139, 188
183, 130, 236
195, 143, 173
218, 186, 79
143, 34, 125
152, 55, 211
15, 67, 191
26, 143, 169
179, 130, 181
162, 143, 188
179, 139, 188
189, 128, 161
175, 131, 161
175, 129, 195
186, 139, 145
183, 114, 173
195, 142, 159
52, 129, 187
164, 218, 189
186, 119, 173
190, 121, 189
166, 155, 137
171, 122, 173
55, 214, 161
165, 143, 190
173, 144, 181
186, 0, 145
179, 142, 1
182, 129, 189
213, 228, 161
195, 114, 181
196, 132, 189
171, 142, 173
195, 107, 170
181, 74, 189
185, 135, 172
182, 71, 189
48, 215, 177
168, 10, 188
196, 228, 161
171, 143, 186
178, 124, 179
163, 151, 190
186, 133, 140
176, 121, 172
182, 116, 193
53, 133, 190
215, 144, 173
55, 97, 193
21, 125, 173
162, 130, 169
23, 129, 172
182, 131, 161
175, 118, 183
194, 142, 169
191, 132, 187
175, 126, 172
186, 130, 145
165, 147, 181
182, 214, 161
174, 129, 185
14, 131, 189
171, 142, 173
220, 130, 194
195, 130, 173
195, 144, 173
195, 0, 169
198, 130, 173
197, 108, 183
186, 73, 245
169, 125, 169
195, 73, 190
195, 144, 181
174, 205, 161
179, 144, 173
176, 131, 193
38, 108, 189
174, 121, 161
220, 144, 181
181, 97, 137
179, 142, 145
51, 130, 1
162, 114, 188
220, 147, 181
197, 129, 161
166, 214, 187
188, 107, 145
223, 131, 189
182, 118, 137
183, 142, 169
52, 132, 184
169, 142, 170
196, 132, 189
172, 145, 161
183, 90, 170
174, 131, 195
205, 122, 173
192, 121, 161
161, 94, 163
162, 123, 181
196, 128, 137
175, 126, 189
198, 122, 173
188, 98, 192
164, 124, 180
186, 119, 188
52, 117, 189
198, 139, 169
162, 159, 188
194, 107, 1
215, 144, 190
195, 107, 140
188, 143, 188
223, 131, 172
162, 122, 188
14, 214, 189
178, 121, 189
197, 132, 168
165, 122, 182
213, 121, 161
21, 114, 173
223, 228, 161
53, 8, 165
176, 126, 189
175, 74, 161
182, 121, 189
186, 73, 173
162, 139, 181
212, 129, 172
179, 142, 194
188, 130, 169
14, 118, 177
178, 121, 189
175, 121, 160
179, 142, 190
169, 133, 170
213, 215, 161
176, 128, 177
174, 129, 189
53, 125, 186
174, 74, 172
191, 118, 189
220, 143, 186
189, 131, 160
214, 128, 168
161, 133, 194
26, 216, 181
175, 129, 189
182, 215, 160
178, 129, 189
21, 122, 186
195, 130, 169
162, 107, 165
21, 142, 145
26, 144, 181
195, 130, 173
181, 124, 161
162, 122, 186
195, 143, 181
179, 130, 173
179, 142, 165
174, 121, 189
195, 142, 156
162, 133, 173
36, 121, 137
189, 110, 172
220, 122, 188
0, 121, 161
42, 132, 177
14, 132, 166
223, 127, 160
188, 8, 194
159, 214, 168
43, 132, 161
222, 123, 173
221, 132, 161
21, 139, 181
173, 130, 186
13, 121, 189
195, 142, 176
189, 116, 189
214, 126, 161
15, 8, 170
220, 139, 173
175, 131, 161
175, 118, 168
182, 214, 161
162, 139, 173
187, 116, 161
172, 126, 189
186, 0, 171
177, 233, 161
14, 128, 189
182, 215, 185
173, 130, 188
179, 130, 181
13, 121, 172
189, 132, 189
165, 125, 165
198, 130, 170
15, 216, 173
179, 133, 181
215, 122, 181
205, 216, 190
166, 131, 168
37, 142, 188
163, 142, 170
188, 142, 182
186, 133, 170
176, 121, 189
183, 142, 169
213, 131, 187
175, 132, 189
175, 121, 172
165, 143, 188
195, 142, 188
162, 142, 173
195, 144, 173
197, 72, 187
188, 142, 173
190, 129, 161
177, 145, 161
188, 8, 188
189, 228, 189
195, 10, 182
181, 132, 189
173, 139, 165
171, 144, 190
175, 132, 172
192, 214, 177
21, 130, 190
198, 122, 178
163, 140, 181
215, 122, 145
21, 130, 173
171, 142, 188
176, 131, 168
173, 122, 186
161, 130, 173
174, 132, 161
196, 132, 189
183, 122, 170
26, 138, 20
182, 129, 161
13, 121, 177
185, 72, 189
15, 125, 140
221, 117, 184
53, 139, 188
169, 106, 169
215, 139, 165
188, 159, 188
100, 32, 111
105, 29, 221
215, 48, 38
175, 50, 147
19, 186, 108
14, 52, 46
174, 182, 221
173, 51, 47
172, 182, 232
141, 182, 58
170, 55, 79
175, 182, 89
169, 53, 48
117, 52, 80
120, 51, 127
186, 42, 51
8, 167, 168
164, 50, 232
39, 51, 127
162, 161, 13
182, 124, 189
197, 131, 189
190, 126, 189
171, 130, 188
213, 129, 172
188, 94, 173
53, 139, 186
162, 122, 145
179, 143, 173
186, 122, 188
171, 94, 169
215, 133, 188
189, 131, 161
162, 143, 181
173, 114, 188
190, 121, 161
181, 132, 189
190, 214, 172
179, 122, 170
182, 131, 183
195, 130, 188
187, 118, 189
162, 107, 173
216, 143, 181
54, 133, 173
168, 142, 188
151, 129, 161
53, 107, 173
182, 228, 189
175, 116, 189
195, 139, 165
176, 131, 172
183, 107, 181
141, 215, 189
188, 107, 186
195, 130, 165
191, 214, 172
181, 124, 189
62, 94, 173
180, 144, 165
212, 121, 189
219, 132, 180
214, 129, 161
161, 107, 173
212, 129, 187
178, 121, 172
183, 8, 145
53, 139, 145
173, 143, 181
53, 130, 194
162, 107, 173
162, 139, 169
52, 215, 177
179, 122, 169
186, 0, 173
193, 121, 168
38, 97, 189
195, 123, 1
195, 130, 194
176, 121, 168
197, 129, 161
182, 97, 180
161, 142, 173
172, 131, 172
199, 132, 189
181, 131, 189
196, 128, 183
161, 133, 173
190, 214, 183
196, 131, 161
198, 73, 173
174, 121, 189
188, 133, 173
178, 121, 104
182, 129, 161
195, 142, 173
176, 152, 161
189, 129, 189
195, 133, 169
178, 74, 161
162, 106, 188
174, 74, 161
188, 142, 188
195, 122, 169
178, 215, 172
197, 71, 189
161, 142, 170
