Band0, Band1, Band2
2, 170, 158
58, 192, 152
107, 12, 167
2, 171, 162
109, 175, 170
2, 163, 221
108, 78, 162
109, 79, 167
1, 184, 167
107, 51, 152
108, 132, 228
108, 63, 208
111, 61, 10
108, 23, 8
108, 23, 106
93, 86, 41
93, 84, 15
111, 61, 176
97, 85, 245
6, 207, 15
49, 157, 1
48, 129, 184
107, 60, 12
109, 1, 231
4, 29, 97
105, 26, 148
104, 30, 120
106, 29, 97
10, 46, 173
191, 215, 228
166, 50, 158
77, 42, 101
96, 91, 116
108, 11, 58
49, 157, 211
49, 114, 190
182, 214, 168
164, 214, 193
187, 121, 189
66, 0, 173
62, 107, 163
7, 122, 188
60, 117, 172
64, 106, 145
62, 0, 1
42, 215, 189
48, 118, 168
7, 130, 173
223, 121, 177
54, 130, 188
176, 214, 177
188, 133, 170
165, 130, 173
191, 118, 177
13, 121, 137
215, 143, 181
195, 0, 173
159, 228, 177
220, 143, 188
10, 165, 169
178, 215, 177
159, 187, 124
123, 191, 46
84, 186, 156
113, 192, 2
80, 191, 147
19, 195, 36
106, 168, 209
46, 157, 52
19, 81, 50
19, 79, 204
76, 33, 81
107, 176, 117
107, 92, 25
198, 242, 6
183, 147, 41
183, 147, 7
9, 154, 37
74, 85, 76
17, 90, 81
1, 125, 54
109, 115, 41
109, 115, 210
58, 111, 81
97, 195, 140
8, 205, 219
110, 33, 54
19, 134, 52
21, 42, 54
21, 55, 204
120, 79, 204
19, 55, 210
19, 51, 223
104, 168, 85
19, 33, 233
16, 48, 47
19, 27, 108
93, 114, 49
93, 107, 51
107, 134, 54
109, 112, 239
4, 89, 229
111, 211, 81
66, 119, 173
43, 75, 106
65, 205, 161
66, 119, 170
83, 232, 61
105, 35, 107
112, 163, 0
67, 121, 189
198, 106, 188
165, 216, 173
109, 102, 65
108, 236, 56
66, 119, 201
40, 78, 109
78, 39, 83
104, 182, 75
18, 111, 55
41, 206, 59
106, 228, 58
8, 22, 189
55, 99, 193
165, 151, 186
193, 124, 172
178, 131, 193
165, 142, 190
183, 213, 50
67, 11, 161
53, 107, 173
183, 139, 236
176, 118, 189
122, 215, 187
175, 132, 189
163, 143, 188
108, 26, 234
77, 88, 178
106, 18, 59
66, 219, 246
163, 115, 133
38, 18, 229
41, 69, 5
74, 20, 132
85, 60, 204
106, 198, 85
2, 171, 221
159, 170, 46
17, 57, 128
184, 54, 97
17, 41, 128
18, 165, 121
7, 28, 173
109, 28, 123
111, 41, 227
39, 27, 44
21, 41, 128
105, 30, 27
7, 8, 159
49, 138, 156
114, 189, 128
39, 111, 50
10, 122, 210
57, 157, 167
7, 107, 212
87, 54, 91
91, 162, 211
107, 192, 211
45, 191, 221
108, 197, 148
101, 12, 181
96, 57, 211
90, 57, 231
62, 193, 152
41, 177, 142
19, 169, 205
19, 166, 54
111, 86, 54
96, 112, 54
5, 87, 114
96, 28, 87
94, 21, 157
105, 31, 141
95, 42, 167
94, 21, 27
96, 166, 123
68, 174, 168
16, 189, 171
19, 45, 122
108, 31, 148
8, 182, 172
10, 73, 140
38, 174, 109
5, 30, 168
10, 85, 163
57, 143, 171
44, 130, 170
41, 99, 180
105, 170, 221
111, 28, 123
112, 26, 208
8, 21, 168
6, 207, 87
94, 206, 89
10, 165, 145
196, 72, 107
192, 126, 161
161, 94, 65
7, 27, 231
107, 51, 88
58, 142, 233
10, 43, 2
18, 93, 47
40, 71, 107
111, 207, 233
96, 207, 47
4, 21, 147
8, 205, 172
55, 99, 209
