Band0, Band1, Band2
84, 189, 213
125, 173, 215
87, 174, 113
80, 198, 218
81, 14, 150
125, 49, 228
95, 119, 88
96, 47, 150
188, 133, 44
183, 0, 38
98, 12, 115
76, 12, 4
97, 60, 223
106, 11, 232
83, 153, 138
200, 38, 132
117, 36, 230
170, 48, 233
83, 51, 223
94, 171, 89
183, 216, 250
198, 143, 175
75, 163, 214
101, 164, 81
44, 185, 151
106, 167, 168
75, 50, 98
75, 163, 89
77, 14, 132
87, 54, 217
86, 141, 203
91, 216, 30
93, 53, 223
15, 73, 231
179, 138, 6
146, 106, 14
26, 153, 231
137, 78, 215
162, 176, 163
188, 130, 169
99, 87, 219
103, 1, 169
96, 81, 149
96, 107, 227
183, 112, 171
191, 118, 177
14, 97, 168
186, 98, 188
103, 178, 150
96, 86, 170
112, 172, 219
111, 178, 173
180, 164, 81
172, 35, 215
196, 99, 229
186, 42, 81
169, 184, 73
96, 195, 150
41, 199, 164
72, 188, 167
51, 186, 151
73, 35, 75
187, 49, 221
77, 79, 213
60, 128, 53
62, 239, 14
110, 211, 38
94, 222, 203
111, 14, 233
8, 205, 164
28, 103, 26
102, 38, 30
79, 37, 231
81, 44, 54
4, 71, 217
109, 115, 54
80, 39, 69
80, 103, 143
80, 50, 96
81, 193, 101
112, 180, 53
195, 147, 35
84, 192, 122
20, 11, 214
84, 45, 55
94, 163, 217
94, 99, 70
82, 159, 138
106, 17, 154
87, 177, 179
124, 163, 216
20, 99, 235
93, 37, 79
112, 96, 148
192, 220, 70
179, 73, 140
90, 112, 173
151, 215, 137
42, 34, 168
190, 128, 166
162, 139, 181
178, 121, 189
14, 97, 166
72, 88, 211
195, 142, 188
186, 133, 173
176, 121, 185
181, 97, 195
198, 142, 236
164, 206, 187
64, 79, 169
161, 142, 186
188, 8, 1
195, 133, 170
54, 107, 170
198, 216, 182
165, 142, 173
174, 210, 185
162, 73, 173
51, 8, 169
181, 65, 189
215, 142, 181
195, 133, 170
185, 116, 172
215, 139, 188
175, 74, 183
38, 214, 160
16, 165, 150
179, 143, 186
184, 163, 172
182, 228, 160
179, 122, 186
195, 216, 173
174, 132, 185
189, 206, 189
161, 98, 173
173, 144, 181
54, 106, 188
171, 142, 170
173, 143, 173
72, 0, 145
196, 228, 237
169, 8, 145
57, 98, 178
159, 80, 160
196, 214, 237
143, 215, 189
191, 205, 179
195, 130, 170
48, 155, 172
182, 118, 168
44, 134, 173
218, 122, 129
195, 133, 170
171, 139, 186
219, 121, 179
0, 108, 189
174, 121, 189
196, 228, 172
169, 73, 145
189, 18, 177
195, 147, 181
195, 73, 188
174, 132, 180
174, 121, 172
181, 121, 177
178, 97, 161
186, 142, 173
117, 118, 168
181, 131, 187
190, 126, 172
162, 0, 188
162, 147, 173
196, 128, 160
172, 214, 189
186, 122, 170
166, 217, 172
198, 106, 194
182, 74, 237
195, 142, 173
162, 119, 167
190, 108, 249
178, 97, 40
54, 130, 173
118, 125, 170
189, 132, 142
214, 121, 183
175, 118, 137
183, 139, 236
172, 152, 161
38, 97, 187
194, 125, 173
179, 216, 129
162, 130, 188
163, 130, 169
72, 130, 173
162, 133, 173
175, 126, 105
179, 114, 145
169, 157, 188
174, 118, 161
162, 147, 170
195, 112, 186
38, 214, 168
72, 130, 181
175, 121, 180
175, 214, 161
170, 144, 186
189, 206, 183
174, 132, 177
195, 143, 178
195, 0, 186
78, 131, 172
174, 126, 177
178, 128, 161
162, 143, 186
54, 107, 171
162, 119, 186
183, 125, 170
162, 120, 186
74, 219, 181
196, 132, 161
171, 130, 173
170, 107, 173
