Band0, Band1, Band2
12, 19, 1
8, 206, 147
10, 98, 1
44, 107, 48
44, 138, 231
190, 36, 60
59, 132, 8
118, 185, 82
166, 34, 109
22, 89, 109
106, 34, 225
68, 174, 168
10, 81, 169
104, 156, 84
108, 89, 90
109, 196, 140
12, 122, 186
106, 197, 218
22, 34, 91
104, 205, 59
97, 95, 123
94, 18, 58
4, 209, 58
96, 60, 32
104, 18, 64
161, 92, 65
161, 42, 65
159, 167, 111
14, 191, 162
104, 170, 221
104, 191, 162
109, 196, 169
49, 136, 233
58, 100, 210
57, 73, 227
53, 138, 231
188, 94, 231
94, 78, 174
18, 119, 186
15, 73, 191
55, 214, 161
179, 43, 50
40, 52, 125
0, 182, 228
17, 42, 127
14, 182, 230
159, 52, 228
18, 162, 48
105, 167, 124
109, 165, 151
10, 165, 169
7, 92, 150
10, 81, 173
9, 89, 168
9, 113, 161
7, 114, 1
2, 74, 172
2, 206, 104
58, 0, 167
109, 122, 165
2, 180, 164
112, 177, 168
108, 167, 221
107, 95, 48
9, 69, 37
108, 208, 37
18, 207, 38
39, 119, 233
14, 109, 66
159, 154, 80
14, 99, 66
39, 38, 52
10, 166, 152
10, 92, 169
7, 82, 165
10, 114, 173
179, 33, 82
190, 212, 206
54, 133, 49
64, 112, 188
191, 215, 155
117, 71, 235
89, 18, 59
164, 18, 59
161, 33, 65
175, 89, 66
164, 72, 110
162, 33, 50
118, 95, 50
112, 39, 37
86, 110, 124
96, 86, 123
10, 165, 169
55, 217, 26
3, 197, 221
183, 211, 50
180, 158, 61
54, 33, 79
118, 41, 71
163, 46, 71
19, 162, 54
61, 183, 168
107, 161, 87
111, 37, 65
10, 92, 188
10, 85, 163
9, 113, 168
24, 98, 50
11, 26, 148
4, 96, 26
68, 218, 172
49, 142, 169
183, 0, 176
220, 231, 7
66, 158, 38
189, 72, 226
183, 100, 108
75, 30, 75
166, 99, 67
162, 165, 65
164, 34, 67
161, 161, 71
117, 183, 86
111, 195, 87
12, 81, 145
8, 80, 161
106, 200, 199
39, 195, 205
93, 201, 163
39, 201, 151
93, 201, 171
18, 176, 163
111, 201, 151
3, 174, 161
49, 106, 236
49, 151, 169
164, 110, 185
176, 99, 162
188, 98, 127
176, 155, 0
188, 157, 138
190, 220, 148
175, 109, 217
195, 107, 48
53, 104, 44
14, 228, 228
176, 228, 0
197, 220, 179
57, 211, 48
182, 103, 219
13, 108, 166
49, 211, 48
48, 205, 180
53, 157, 138
174, 214, 168
53, 111, 117
44, 130, 1
48, 210, 168
48, 214, 26
188, 138, 211
174, 109, 180
15, 119, 133
48, 72, 180
