Band0, Band1, Band2
7, 12, 152
2, 39, 74
41, 35, 189
192, 99, 168
66, 120, 188
175, 54, 222
52, 77, 86
109, 186, 117
92, 159, 220
109, 37, 87
42, 31, 221
93, 38, 220
176, 132, 43
159, 152, 209
94, 31, 119
81, 176, 116
20, 197, 147
84, 175, 121
113, 12, 220
104, 54, 222
110, 165, 81
104, 113, 53
2, 174, 164
103, 82, 167
188, 92, 79
62, 106, 12
106, 118, 104
9, 155, 199
109, 95, 95
106, 26, 218
106, 180, 147
72, 33, 13
21, 0, 159
97, 169, 220
120, 41, 88
19, 166, 220
93, 111, 65
2, 113, 219
15, 33, 81
118, 219, 250
54, 216, 165
195, 143, 186
183, 73, 30
103, 189, 150
80, 177, 228
75, 174, 162
9, 11, 218
109, 114, 87
45, 177, 27
120, 192, 30
131, 51, 79
92, 38, 224
39, 51, 10
178, 247, 137
89, 52, 235
120, 56, 73
113, 47, 213
86, 99, 114
58, 79, 73
10, 84, 139
106, 220, 228
100, 18, 70
20, 32, 103
118, 186, 201
118, 12, 55
83, 40, 223
105, 34, 85
58, 157, 138
2, 180, 221
108, 26, 221
9, 113, 218
16, 51, 213
22, 199, 136
84, 79, 30
118, 164, 223
104, 50, 119
92, 51, 73
2, 5, 168
108, 177, 168
76, 176, 151
108, 77, 114
62, 122, 191
198, 76, 169
58, 51, 48
72, 162, 223
87, 173, 228
119, 182, 153
62, 79, 88
120, 51, 139
46, 162, 100
106, 191, 221
108, 197, 168
91, 184, 99
20, 172, 217
129, 172, 217
131, 48, 223
84, 38, 30
95, 91, 149
108, 109, 53
94, 110, 199
111, 33, 223
116, 29, 219
20, 187, 199
93, 192, 118
9, 171, 219
195, 144, 190
95, 42, 81
108, 180, 114
184, 172, 26
86, 182, 97
41, 197, 222
81, 12, 127
114, 53, 115
113, 38, 223
111, 101, 213
179, 130, 16
95, 100, 48
212, 214, 206
39, 76, 87
102, 162, 99
70, 13, 35
106, 160, 235
109, 37, 201
10, 95, 150
186, 219, 188
196, 74, 244
189, 152, 177
186, 151, 201
1, 176, 127
90, 1, 224
108, 172, 221
63, 152, 219
97, 45, 117
108, 182, 221
43, 218, 238
179, 73, 30
89, 170, 119
39, 188, 211
65, 118, 70
107, 186, 139
97, 186, 150
40, 180, 217
175, 154, 166
21, 51, 54
114, 192, 88
22, 191, 114
20, 191, 219
108, 197, 114
163, 186, 151
99, 173, 203
59, 180, 218
81, 186, 211
95, 14, 201
18, 162, 87
80, 71, 174
163, 115, 201
113, 176, 223
104, 170, 199
104, 170, 147
19, 186, 220
22, 52, 70
113, 43, 30
20, 50, 114
84, 186, 220
113, 176, 201
87, 177, 113
108, 171, 166
111, 162, 213
111, 13, 150
114, 55, 224
80, 35, 217
109, 42, 150
110, 79, 213
40, 182, 232
80, 180, 114
79, 161, 54
170, 139, 243
10, 42, 220
113, 48, 227
113, 51, 220
113, 47, 233
125, 163, 230
113, 164, 223
114, 162, 138
95, 162, 223
39, 47, 213
