Band0, Band1, Band2
196, 124, 196
183, 125, 170
176, 18, 142
70, 216, 181
179, 143, 181
175, 132, 189
172, 109, 183
162, 143, 173
169, 130, 186
188, 107, 165
177, 215, 189
205, 144, 186
163, 98, 170
213, 214, 183
13, 132, 189
215, 143, 129
171, 144, 173
21, 73, 173
216, 138, 181
188, 107, 173
194, 142, 145
178, 121, 177
163, 130, 170
195, 144, 173
179, 98, 188
72, 133, 169
174, 214, 187
110, 181, 25
59, 124, 53
178, 218, 161
175, 118, 189
7, 82, 156
64, 114, 227
6, 165, 121
188, 98, 188
41, 174, 147
77, 114, 1
59, 113, 162
42, 80, 160
107, 73, 171
41, 11, 0
188, 107, 149
112, 78, 177
54, 216, 159
110, 107, 159
175, 108, 183
61, 197, 199
62, 107, 167
118, 92, 79
44, 159, 49
58, 92, 25
21, 73, 121
107, 92, 3
176, 215, 189
195, 125, 173
195, 133, 173
70, 130, 145
176, 126, 183
188, 0, 169
179, 144, 191
163, 106, 170
187, 215, 161
38, 108, 161
26, 142, 18
174, 129, 161
159, 97, 180
159, 129, 172
176, 145, 189
54, 0, 145
117, 18, 155
14, 132, 189
179, 148, 1
12, 165, 227
58, 81, 176
2, 71, 160
64, 111, 176
68, 163, 168
4, 113, 162
108, 80, 209
58, 114, 167
107, 112, 2
109, 92, 167
108, 78, 199
109, 92, 167
9, 113, 180
8, 78, 168
4, 174, 164
10, 112, 173
10, 159, 169
10, 82, 169
8, 80, 168
192, 113, 168
15, 107, 35
50, 97, 200
69, 113, 189
220, 125, 173
175, 131, 187
21, 130, 170
176, 228, 160
198, 122, 186
169, 98, 173
176, 121, 177
178, 121, 189
39, 151, 188
186, 125, 236
165, 106, 181
183, 143, 170
188, 106, 170
173, 139, 181
197, 131, 189
163, 114, 159
64, 37, 44
184, 129, 113
164, 141, 189
10, 1, 163
6, 88, 211
8, 113, 164
63, 180, 0
176, 234, 189
188, 73, 145
111, 92, 167
7, 83, 227
65, 116, 161
238, 137, 182
176, 124, 189
193, 214, 189
191, 132, 179
195, 130, 188
162, 123, 173
189, 108, 179
228, 144, 186
15, 98, 170
164, 215, 160
178, 117, 189
94, 89, 228
21, 184, 152
178, 65, 195
179, 216, 173
182, 129, 146
18, 107, 34
179, 130, 190
60, 132, 45
185, 132, 103
21, 133, 173
220, 144, 181
190, 128, 189
117, 109, 183
221, 131, 187
186, 130, 145
159, 206, 172
197, 131, 187
188, 107, 173
196, 121, 180
141, 132, 161
175, 215, 183
66, 181, 149
111, 1, 11
