Band0, Band1, Band2
176, 121, 189
197, 215, 161
179, 122, 181
195, 107, 173
172, 121, 189
189, 132, 177
174, 214, 189
44, 136, 173
195, 112, 186
48, 155, 161
168, 10, 188
196, 228, 161
171, 144, 186
220, 107, 133
21, 216, 190
195, 133, 170
179, 143, 181
162, 8, 165
53, 133, 190
215, 144, 181
54, 73, 165
181, 206, 183
162, 130, 169
54, 122, 171
180, 130, 188
195, 122, 173
200, 98, 169
188, 133, 145
195, 125, 181
197, 74, 161
167, 147, 173
183, 142, 165
162, 130, 165
188, 142, 173
171, 142, 173
179, 130, 194
195, 130, 173
182, 126, 189
195, 73, 171
198, 133, 173
197, 97, 184
190, 116, 237
118, 125, 169
195, 73, 145
174, 126, 195
195, 112, 170
197, 131, 172
168, 143, 194
38, 108, 189
162, 122, 181
176, 131, 161
188, 98, 194
179, 142, 169
185, 128, 160
182, 129, 189
220, 144, 181
195, 122, 145
166, 214, 161
188, 107, 188
215, 144, 173
189, 118, 137
196, 132, 168
52, 131, 184
161, 142, 170
198, 130, 173
166, 145, 161
190, 205, 177
162, 122, 188
203, 131, 189
189, 121, 187
13, 97, 168
66, 106, 165
219, 129, 161
195, 144, 173
198, 133, 173
60, 128, 168
220, 122, 186
181, 206, 161
52, 117, 189
198, 139, 169
162, 159, 188
193, 132, 172
178, 145, 189
175, 118, 137
188, 142, 188
223, 131, 172
175, 121, 161
39, 98, 173
178, 121, 189
197, 132, 161
176, 121, 183
195, 133, 170
161, 122, 173
178, 228, 161
190, 128, 161
171, 133, 173
223, 212, 113
185, 11, 43
195, 130, 190
162, 139, 173
105, 197, 232
80, 191, 97
40, 187, 143
110, 192, 236
21, 186, 30
20, 183, 143
110, 175, 159
126, 180, 97
104, 191, 143
14, 174, 221
66, 231, 251
49, 119, 173
183, 130, 173
76, 107, 186
220, 144, 173
186, 122, 165
171, 130, 170
174, 109, 161
216, 144, 181
195, 0, 173
162, 143, 165
220, 142, 186
21, 122, 173
195, 130, 165
162, 107, 165
0, 131, 189
26, 143, 188
195, 130, 173
188, 119, 165
182, 121, 189
205, 143, 181
162, 130, 190
213, 121, 174
182, 132, 189
195, 142, 236
162, 133, 173
198, 133, 165
189, 108, 161
179, 122, 186
193, 121, 161
15, 130, 236
15, 106, 169
222, 123, 181
183, 8, 145
70, 138, 169
15, 130, 145
222, 123, 181
220, 130, 169
161, 133, 181
214, 131, 189
186, 133, 188
195, 142, 171
188, 114, 190
214, 233, 160
188, 8, 170
176, 126, 189
179, 142, 181
179, 0, 170
161, 138, 181
195, 139, 173
33, 73, 169
171, 144, 188
186, 0, 167
218, 140, 181
15, 130, 190
182, 214, 166
173, 142, 188
179, 130, 181
72, 122, 173
188, 142, 173
165, 211, 165
198, 130, 170
15, 216, 170
178, 121, 183
220, 122, 181
205, 216, 190
166, 121, 168
37, 142, 188
163, 130, 170
188, 142, 182
13, 121, 161
176, 121, 189
54, 142, 169
171, 142, 188
179, 106, 173
195, 122, 169
168, 147, 188
195, 130, 188
162, 142, 173
213, 131, 189
195, 0, 170
53, 142, 173
174, 129, 161
220, 144, 173
15, 0, 188
186, 138, 181
175, 117, 195
181, 128, 189
173, 139, 165
179, 143, 190
42, 109, 40
189, 121, 189
174, 128, 195
213, 129, 168
163, 147, 181
223, 129, 189
21, 142, 173
171, 142, 188
220, 144, 173
176, 129, 189
161, 130, 163
195, 107, 145
196, 132, 189
182, 129, 185
26, 140, 20
183, 114, 169
21, 133, 173
62, 8, 145
188, 125, 165
220, 122, 173
53, 144, 190
175, 96, 160
215, 144, 165
163, 159, 188
174, 109, 189
178, 131, 187
186, 130, 173
198, 0, 173
96, 194, 76
59, 191, 28
105, 191, 114
163, 12, 79
163, 162, 151
15, 165, 73
18, 175, 152
6, 82, 227
