Band0, Band1, Band2
75, 77, 226
58, 151, 227
8, 113, 119
97, 61, 87
200, 76, 49
124, 50, 64
75, 191, 222
19, 176, 123
79, 14, 211
107, 176, 213
108, 163, 27
90, 48, 81
109, 122, 243
55, 233, 249
196, 244, 241
6, 164, 49
188, 144, 139
198, 232, 245
161, 134, 233
15, 192, 126
47, 189, 127
45, 59, 222
44, 8, 41
198, 232, 15
195, 147, 14
83, 0, 13
3, 155, 228
7, 137, 245
108, 135, 5
94, 154, 125
125, 182, 75
170, 186, 108
119, 183, 111
119, 183, 77
160, 35, 75
106, 160, 92
7, 83, 150
196, 118, 106
149, 141, 8
215, 107, 15
26, 216, 13
97, 55, 81
82, 45, 233
88, 165, 213
113, 43, 81
87, 205, 232
82, 94, 30
93, 158, 32
35, 223, 27
24, 150, 15
5, 135, 200
43, 109, 228
168, 91, 73
174, 36, 228
143, 72, 107
201, 93, 212
189, 89, 147
21, 81, 159
200, 112, 140
15, 88, 171
18, 112, 173
185, 131, 202
42, 71, 183
62, 114, 211
48, 206, 172
185, 132, 177
77, 0, 178
60, 71, 172
62, 106, 171
178, 131, 161
166, 218, 183
195, 130, 165
175, 205, 189
188, 130, 173
172, 233, 172
54, 47, 82
79, 101, 122
212, 72, 114
182, 121, 184
198, 98, 191
195, 130, 18
186, 73, 173
169, 125, 165
188, 142, 170
179, 142, 173
174, 118, 137
195, 139, 236
168, 130, 188
15, 98, 170
174, 121, 172
165, 130, 181
195, 107, 194
163, 130, 165
13, 132, 168
174, 132, 183
220, 139, 236
174, 129, 189
169, 133, 170
13, 118, 161
165, 148, 173
163, 185, 126
126, 113, 64
87, 198, 168
200, 15, 54
89, 197, 221
19, 14, 163
86, 174, 155
91, 3, 1
91, 196, 159
86, 17, 5
104, 23, 33
90, 15, 34
70, 15, 55
48, 50, 125
33, 225, 138
77, 213, 31
108, 26, 124
42, 21, 217
41, 174, 228
79, 102, 123
141, 36, 226
141, 99, 232
132, 99, 111
160, 29, 84
40, 99, 216
43, 34, 219
179, 192, 151
98, 189, 152
79, 185, 99
33, 161, 101
58, 158, 79
109, 134, 156
109, 90, 123
5, 21, 209
131, 102, 81
150, 159, 79
132, 182, 113
118, 79, 79
131, 51, 94
45, 172, 97
65, 21, 85
72, 137, 156
106, 222, 106
7, 91, 156
9, 110, 97
9, 96, 22
2, 222, 131
4, 103, 153
49, 112, 163
176, 97, 234
13, 30, 114
84, 193, 117
138, 173, 222
70, 53, 101
59, 191, 221
111, 28, 127
71, 182, 111
123, 75, 80
128, 163, 219
91, 151, 116
110, 8, 81
4, 132, 228
62, 19, 138
6, 8, 81
50, 97, 109
80, 183, 222
71, 191, 148
82, 14, 127
91, 195, 163
96, 84, 152
97, 25, 1
97, 84, 151
97, 84, 167
94, 87, 168
97, 84, 150
95, 86, 211
94, 5, 168
88, 2, 167
74, 185, 152
122, 54, 112
72, 76, 223
94, 75, 228
105, 156, 58
97, 104, 35
108, 87, 64
7, 92, 127
94, 167, 168
196, 218, 155
188, 0, 170
178, 36, 75
223, 152, 214
136, 94, 81
214, 155, 217
216, 100, 233
37, 98, 65
147, 51, 51
168, 0, 99
132, 183, 221
155, 71, 107
15, 20, 133
13, 78, 27
178, 215, 200
196, 65, 241
15, 9, 138
84, 194, 81
78, 191, 180
108, 17, 218
107, 82, 227
94, 87, 168
93, 179, 167
131, 176, 227
123, 172, 217
131, 47, 30
104, 214, 200
9, 110, 124
163, 28, 152
198, 158, 32
11, 163, 221
43, 34, 168
196, 74, 40
120, 106, 167
14, 128, 183
14, 129, 168
188, 107, 243
22, 21, 168
70, 133, 31
110, 0, 173
53, 114, 139
183, 142, 181
48, 214, 168
184, 97, 209
53, 133, 236
62, 120, 167
162, 119, 182
65, 118, 0
15, 122, 173
124, 222, 80
75, 222, 64
108, 135, 26
109, 138, 14
4, 103, 228
198, 219, 23
198, 147, 134
189, 160, 28
98, 130, 224
94, 74, 234
8, 11, 221
198, 112, 9
89, 49, 119
203, 131, 45
75, 116, 85
5, 163, 109
111, 79, 123
108, 177, 162
41, 174, 148
76, 79, 99
76, 151, 50
41, 116, 153
2, 160, 244
106, 116, 228
33, 151, 122
86, 99, 235
78, 99, 215
70, 10, 116
110, 130, 243
196, 141, 241
188, 8, 126
115, 191, 222
74, 12, 73
113, 57, 73
15, 123, 10
183, 107, 246
180, 216, 178
99, 182, 216
10, 84, 152
4, 5, 168
81, 178, 152
79, 176, 151
81, 196, 139
81, 196, 167
92, 178, 171
93, 178, 210
81, 14, 12
125, 199, 162
84, 12, 233
104, 182, 119
62, 79, 51
10, 15, 167
48, 36, 26
82, 76, 81
85, 43, 223
10, 81, 191
195, 219, 21
192, 121, 179
63, 160, 66
51, 10, 123
77, 159, 47
52, 116, 147
48, 163, 228
192, 124, 244
15, 130, 23
197, 113, 105
52, 97, 168
171, 133, 173
188, 122, 165
165, 119, 171
174, 113, 179
64, 106, 171
62, 106, 169
75, 197, 124
9, 172, 162
62, 79, 163
77, 12, 108
62, 95, 123
57, 213, 47
64, 226, 17
58, 225, 7
108, 103, 80
64, 158, 156
238, 147, 191
53, 133, 21
49, 138, 11
197, 217, 157
58, 162, 79
48, 214, 5
108, 152, 230
63, 224, 22
51, 104, 127
51, 53, 108
92, 201, 152
93, 28, 211
8, 34, 46
161, 81, 233
94, 5, 168
80, 31, 221
200, 186, 99
184, 49, 96
10, 166, 152
55, 75, 106
183, 125, 7
183, 98, 44
115, 203, 222
202, 54, 124
82, 101, 101
70, 151, 61
7, 19, 81
72, 164, 73
131, 76, 71
161, 76, 49
14, 103, 64
7, 104, 48
10, 20, 3
107, 104, 16
92, 95, 138
87, 89, 75
82, 94, 32
104, 72, 90
196, 152, 235
13, 39, 120
39, 8, 32
195, 138, 3
182, 118, 56
179, 138, 32
77, 90, 79
191, 154, 229
41, 97, 228
108, 30, 113
54, 98, 79
108, 34, 222
188, 82, 231
105, 89, 235
58, 90, 122
192, 77, 166
48, 124, 195
196, 129, 168
188, 130, 190
94, 52, 226
191, 89, 120
107, 12, 79
44, 137, 163
191, 96, 232
192, 117, 198
34, 39, 109
7, 165, 117
81, 42, 94
44, 38, 122
38, 72, 147
163, 133, 25
184, 35, 221
99, 131, 179
196, 124, 189
188, 73, 188
220, 144, 173
161, 8, 188
1, 102, 95
66, 90, 167
57, 122, 188
40, 215, 189
222, 130, 181
179, 144, 188
40, 132, 189
175, 215, 177
212, 132, 189
172, 131, 177
171, 143, 173
181, 128, 180
217, 230, 235
194, 100, 32
180, 157, 25
164, 141, 66
197, 155, 37
163, 147, 233
179, 136, 35
191, 103, 60
199, 141, 60
163, 98, 205
66, 92, 169
180, 105, 61
188, 143, 32
163, 94, 38
188, 157, 32
164, 103, 62
183, 98, 122
12, 27, 167
55, 103, 177
186, 142, 173
102, 93, 126
45, 103, 234
116, 34, 232
112, 171, 107
75, 75, 80
91, 102, 61
4, 96, 228
4, 36, 148
23, 214, 67
116, 34, 222
131, 53, 73
145, 163, 222
166, 52, 222
118, 184, 81
160, 180, 83
84, 41, 99
43, 34, 111
66, 139, 242
248, 218, 62
14, 11, 43
11, 209, 85
92, 166, 73
85, 19, 32
86, 50, 112
51, 28, 116
62, 28, 121
185, 26, 162
80, 49, 112
73, 39, 124
6, 169, 139
111, 169, 150
17, 169, 127
51, 57, 101
33, 48, 127
62, 76, 31
185, 131, 141
62, 94, 9
109, 83, 73
17, 8, 213
124, 39, 89
71, 222, 64
74, 104, 227
81, 104, 116
71, 174, 125
71, 197, 125
200, 186, 73
200, 162, 73
78, 171, 157
7, 184, 25
183, 144, 44
182, 99, 229
73, 116, 80
2, 54, 221
7, 122, 245
60, 71, 166
7, 12, 167
7, 81, 173
197, 217, 172
114, 7, 100
124, 31, 221
78, 30, 98
79, 185, 151
193, 187, 112
201, 51, 95
45, 222, 67
97, 211, 134
97, 136, 6
94, 222, 105
45, 77, 96
33, 57, 101
76, 57, 101
43, 99, 172
176, 187, 222
164, 174, 214
15, 67, 9
40, 180, 58
86, 200, 19
200, 13, 4
74, 14, 122
46, 12, 48
106, 174, 148
51, 12, 123
76, 51, 123
108, 163, 143
190, 214, 155
180, 216, 156
199, 65, 238
192, 36, 230
98, 204, 101
93, 201, 167
94, 30, 164
75, 197, 221
202, 50, 112
81, 47, 127
75, 50, 75
81, 51, 100
46, 169, 99
112, 170, 168
46, 189, 152
112, 187, 107
44, 38, 140
44, 12, 167
224, 134, 61
205, 157, 51
216, 136, 44
152, 219, 38
244, 104, 50
117, 215, 58
150, 158, 32
222, 158, 38
193, 210, 26
170, 225, 233
54, 134, 54
22, 131, 189
51, 211, 31
100, 212, 105
48, 223, 27
25, 101, 156
50, 99, 124
48, 128, 217
53, 94, 47
110, 176, 213
106, 170, 168
184, 170, 162
80, 30, 148
95, 16, 163
92, 178, 152
85, 1, 213
83, 55, 123
170, 161, 213
134, 100, 79
80, 103, 235
101, 33, 213
44, 122, 246
30, 220, 238
10, 41, 220
179, 140, 50
98, 102, 79
170, 100, 79
119, 50, 216
124, 99, 67
92, 100, 223
7, 43, 139
77, 150, 4
8, 96, 27
5, 210, 26
7, 38, 152
60, 132, 172
178, 124, 103
7, 82, 88
79, 100, 49
113, 176, 99
73, 173, 124
50, 78, 124
51, 98, 123
112, 116, 241
41, 152, 80
46, 151, 49
109, 82, 127
7, 79, 167
7, 8, 151
49, 112, 165
228, 138, 123
63, 77, 124
46, 100, 79
91, 53, 100
33, 53, 101
51, 53, 99
45, 50, 39
24, 146, 130
43, 160, 155
164, 214, 29
69, 163, 172
66, 8, 167
90, 213, 38
77, 104, 123
201, 76, 108
78, 197, 86
74, 195, 117
4, 21, 85
80, 199, 147
6, 12, 152
221, 228, 37
183, 73, 13
180, 140, 138
183, 112, 175
98, 196, 108
125, 173, 107
80, 197, 111
16, 82, 205
79, 27, 151
85, 1, 150
75, 87, 53
110, 184, 151
108, 89, 111
68, 71, 168
192, 80, 209
195, 112, 176
107, 130, 173
195, 133, 169
195, 143, 165
72, 161, 227
195, 101, 138
217, 155, 28
205, 142, 13
194, 73, 54
14, 128, 187
20, 26, 147
25, 252, 23
215, 144, 23
108, 197, 157
80, 177, 162
22, 177, 158
120, 192, 117
131, 186, 151
118, 79, 81
145, 50, 222
118, 42, 79
40, 108, 90
87, 205, 214
115, 108, 229
200, 104, 233
124, 152, 113
17, 76, 122
7, 95, 211
96, 138, 48
110, 100, 227
2, 223, 24
106, 154, 216
107, 84, 108
37, 153, 4
13, 50, 124
80, 172, 111
160, 173, 222
83, 192, 95
132, 171, 109
127, 182, 222
16, 192, 73
200, 186, 99
113, 195, 99
86, 87, 89
111, 181, 127
7, 1, 201
108, 26, 219
192, 11, 228
18, 0, 171
181, 118, 206
48, 71, 162
10, 84, 152
107, 130, 79
41, 11, 235
149, 77, 58
203, 72, 148
70, 79, 108
107, 14, 9
