Band0, Band1, Band2
61, 127, 19
5, 124, 42
7, 81, 169
48, 131, 189
15, 81, 71
4, 234, 43
68, 180, 189
64, 144, 7
42, 209, 45
6, 55, 54
61, 71, 161
49, 122, 186
198, 94, 61
89, 187, 96
40, 78, 83
7, 112, 170
10, 114, 186
64, 73, 173
106, 127, 60
93, 122, 15
68, 23, 208
4, 52, 179
59, 127, 33
7, 123, 133
107, 19, 48
17, 90, 51
38, 34, 45
181, 34, 109
111, 166, 204
67, 117, 189
44, 119, 170
93, 20, 71
18, 148, 31
62, 123, 16
10, 83, 12
49, 144, 173
53, 144, 16
182, 121, 177
53, 133, 171
44, 73, 251
189, 121, 180
188, 122, 173
53, 142, 173
53, 139, 132
53, 157, 11
190, 228, 0
190, 228, 104
186, 225, 243
54, 157, 2
188, 157, 130
176, 22, 141
189, 121, 180
165, 119, 186
202, 218, 161
164, 215, 161
179, 107, 173
172, 109, 189
182, 131, 189
169, 130, 186
66, 60, 12
52, 214, 180
189, 129, 244
48, 128, 40
54, 122, 191
185, 121, 183
42, 132, 244
48, 97, 183
40, 118, 180
53, 130, 173
48, 71, 180
48, 65, 40
15, 133, 173
188, 130, 191
165, 144, 173
195, 98, 165
72, 119, 170
162, 216, 188
184, 132, 168
188, 120, 181
54, 158, 17
48, 71, 180
191, 118, 183
63, 215, 208
44, 136, 165
190, 124, 172
60, 214, 177
48, 97, 179
183, 107, 173
0, 97, 187
198, 147, 1
53, 0, 145
166, 121, 180
173, 142, 181
174, 214, 187
175, 131, 183
21, 94, 165
179, 125, 173
21, 130, 170
181, 131, 172
179, 107, 194
159, 97, 187
178, 228, 183
175, 129, 161
49, 235, 3
54, 140, 159
15, 144, 2
53, 67, 207
48, 233, 185
171, 8, 173
175, 131, 180
38, 132, 189
205, 142, 165
15, 106, 170
215, 143, 18
194, 130, 169
21, 0, 186
16, 142, 171
176, 145, 189
186, 0, 145
161, 119, 2
188, 106, 145
171, 148, 1
199, 118, 189
83, 130, 170
191, 71, 249
48, 215, 105
166, 215, 177
195, 0, 173
134, 140, 181
183, 0, 145
162, 140, 1
175, 116, 189
21, 133, 170
189, 154, 193
182, 121, 168
169, 130, 188
175, 121, 161
186, 130, 173
48, 121, 249
44, 0, 191
183, 119, 173
185, 74, 179
48, 126, 5
12, 82, 169
7, 144, 169
10, 92, 171
7, 8, 167
58, 106, 213
66, 114, 251
48, 118, 180
21, 56, 122
66, 81, 163
2, 109, 206
9, 113, 174
10, 122, 181
10, 81, 170
8, 80, 189
9, 113, 199
2, 210, 107
107, 195, 170
106, 30, 162
72, 186, 81
118, 176, 151
19, 181, 122
19, 188, 220
106, 29, 219
68, 127, 8
49, 122, 173
164, 108, 217
1, 3, 127
108, 26, 85
9, 197, 168
64, 133, 6
42, 206, 147
8, 26, 168
10, 0, 201
8, 174, 172
66, 139, 182
174, 34, 66
93, 162, 51
95, 211, 123
112, 228, 45
67, 71, 183
198, 144, 6
10, 125, 7
109, 67, 32
10, 85, 173
7, 175, 169
107, 91, 79
41, 26, 148
18, 42, 48
18, 193, 227
18, 188, 87
41, 197, 219
111, 195, 117
18, 195, 151
18, 192, 151
80, 210, 63
94, 208, 58
66, 10, 190
66, 130, 173
183, 67, 6
185, 210, 5
166, 78, 232
97, 176, 99
41, 168, 214
22, 26, 109
93, 112, 32
5, 174, 53
7, 60, 11
