Band0, Band1, Band2
68, 222, 157
6, 225, 15
9, 221, 105
76, 151, 156
105, 182, 125
104, 34, 158
73, 182, 158
95, 161, 139
105, 183, 97
112, 171, 97
85, 79, 48
97, 81, 170
192, 71, 189
40, 132, 172
48, 215, 177
62, 107, 211
34, 160, 91
186, 130, 231
185, 206, 147
33, 73, 25
42, 71, 172
41, 205, 179
41, 121, 103
15, 112, 173
41, 121, 177
54, 106, 1
107, 112, 171
21, 130, 171
54, 107, 173
189, 131, 177
14, 72, 172
195, 130, 251
162, 107, 167
186, 122, 181
197, 218, 161
174, 118, 137
195, 138, 236
177, 132, 189
38, 132, 161
161, 139, 188
220, 122, 165
183, 142, 165
176, 116, 189
184, 214, 161
195, 122, 173
176, 126, 161
190, 74, 189
162, 107, 170
14, 128, 189
64, 133, 181
195, 114, 211
40, 132, 193
50, 108, 237
175, 132, 164
65, 118, 105
44, 83, 211
18, 106, 170
179, 216, 181
194, 125, 188
53, 130, 186
161, 216, 173
175, 117, 189
171, 133, 181
179, 144, 169
190, 132, 183
174, 129, 189
195, 125, 173
188, 0, 170
188, 144, 181
199, 129, 161
166, 128, 189
194, 94, 173
178, 233, 161
197, 128, 189
13, 214, 161
219, 74, 177
165, 133, 145
184, 132, 189
175, 126, 160
195, 114, 188
176, 215, 189
173, 122, 173
14, 128, 177
219, 214, 172
53, 114, 190
175, 65, 187
175, 74, 168
188, 119, 182
213, 74, 172
163, 143, 188
174, 129, 172
198, 133, 190
188, 0, 211
86, 163, 229
174, 128, 189
198, 142, 188
188, 107, 236
64, 120, 178
220, 136, 173
220, 142, 194
161, 122, 173
184, 214, 189
66, 0, 31
44, 162, 167
15, 120, 25
15, 106, 173
187, 74, 160
6, 20, 171
14, 72, 155
0, 131, 172
42, 180, 174
111, 98, 163
189, 124, 177
105, 132, 172
0, 80, 164
42, 116, 180
15, 125, 211
23, 152, 177
2, 71, 172
21, 107, 171
64, 0, 173
15, 8, 169
64, 114, 163
220, 139, 181
198, 130, 173
164, 215, 161
194, 142, 190
188, 107, 169
196, 129, 177
159, 121, 189
191, 97, 189
63, 113, 162
188, 8, 169
176, 129, 189
13, 214, 0
15, 130, 186
215, 123, 181
196, 72, 137
160, 215, 189
151, 215, 161
188, 119, 145
176, 121, 183
191, 116, 189
205, 143, 169
38, 118, 177
220, 139, 188
175, 116, 172
195, 125, 188
161, 106, 173
197, 131, 172
60, 205, 27
162, 0, 181
53, 107, 169
182, 128, 162
42, 11, 193
65, 110, 155
58, 114, 212
185, 89, 172
44, 73, 178
188, 106, 149
58, 114, 175
58, 130, 169
186, 106, 171
186, 111, 173
15, 10, 163
65, 108, 160
110, 112, 167
195, 101, 18
58, 81, 211
191, 132, 179
40, 118, 172
52, 126, 168
111, 3, 159
195, 147, 11
63, 108, 172
186, 73, 186
166, 18, 160
64, 151, 165
162, 114, 163
54, 134, 14
195, 9, 1
14, 118, 155
41, 118, 168
162, 94, 169
62, 79, 171
76, 133, 181
14, 132, 172
15, 119, 1
181, 109, 114
166, 174, 168
45, 118, 209
53, 112, 173
40, 129, 164
76, 133, 176
110, 0, 11
181, 118, 180
70, 133, 178
185, 121, 174
181, 132, 177
15, 119, 243
195, 140, 173
185, 128, 238
13, 214, 172
53, 119, 236
40, 129, 244
41, 118, 172
197, 132, 189
53, 107, 169
191, 121, 189
220, 144, 181
14, 132, 189
171, 133, 129
215, 122, 186
189, 97, 189
159, 215, 177
179, 122, 188
186, 130, 173
196, 132, 183
173, 142, 140
117, 218, 189
54, 107, 165
165, 130, 173
216, 125, 188
188, 130, 145
62, 119, 171
178, 74, 161
195, 133, 188
178, 131, 161
183, 142, 188
215, 122, 188
162, 133, 173
186, 130, 188
14, 128, 183
171, 147, 169
188, 0, 145
178, 126, 183
53, 142, 188
179, 138, 188
197, 129, 172
21, 151, 190
53, 139, 173
182, 118, 189
178, 145, 193
52, 118, 172
171, 216, 186
223, 121, 161
