Band0, Band1, Band2
71, 230, 136
204, 80, 107
134, 53, 30
200, 165, 122
11, 72, 221
116, 177, 168
94, 26, 177
96, 0, 171
38, 131, 177
70, 157, 243
171, 143, 210
103, 67, 4
10, 62, 243
59, 132, 238
191, 71, 104
103, 146, 245
34, 74, 104
48, 205, 174
13, 116, 189
15, 138, 15
197, 124, 105
187, 212, 104
52, 66, 8
26, 219, 176
197, 230, 131
198, 231, 18
200, 144, 11
36, 241, 179
179, 142, 132
48, 66, 105
197, 233, 8
107, 232, 15
21, 9, 2
48, 99, 158
11, 23, 193
5, 124, 43
7, 8, 186
196, 126, 241
42, 118, 184
6, 12, 181
8, 127, 241
80, 68, 131
71, 69, 37
201, 100, 133
37, 94, 192
202, 163, 238
11, 29, 221
96, 219, 156
66, 165, 165
208, 101, 126
101, 169, 9
93, 2, 175
92, 178, 236
117, 59, 148
136, 38, 65
170, 92, 108
170, 93, 178
173, 161, 170
212, 168, 141
7, 79, 108
67, 121, 189
192, 118, 187
182, 214, 161
98, 93, 71
76, 104, 13
90, 33, 47
7, 84, 140
143, 35, 80
169, 165, 108
212, 50, 97
212, 54, 168
16, 169, 127
96, 176, 167
60, 26, 162
66, 144, 190
118, 189, 50
80, 18, 157
94, 117, 56
60, 163, 57
66, 139, 190
65, 72, 168
182, 118, 187
182, 121, 180
174, 215, 161
179, 119, 186
175, 214, 237
174, 129, 161
188, 130, 186
175, 124, 172
62, 157, 41
212, 39, 105
24, 98, 245
184, 36, 19
221, 121, 105
178, 39, 141
198, 151, 243
190, 99, 154
125, 163, 131
164, 65, 189
195, 142, 176
162, 106, 170
124, 121, 161
178, 126, 172
162, 130, 188
165, 216, 173
53, 94, 188
169, 139, 170
196, 129, 237
170, 133, 145
164, 215, 172
182, 129, 187
168, 143, 186
218, 144, 186
21, 73, 173
195, 138, 165
183, 114, 170
188, 125, 145
223, 131, 40
188, 98, 165
171, 133, 186
191, 108, 183
165, 119, 173
205, 144, 170
195, 119, 170
171, 216, 188
172, 121, 187
181, 214, 189
195, 98, 181
171, 130, 188
197, 215, 183
178, 74, 189
166, 215, 180
195, 142, 173
181, 121, 189
214, 132, 161
216, 139, 173
188, 0, 186
171, 143, 236
181, 132, 161
186, 107, 173
171, 142, 165
181, 72, 137
193, 126, 172
195, 122, 173
195, 107, 145
18, 98, 173
218, 143, 181
62, 0, 170
110, 106, 1
22, 113, 168
62, 88, 169
218, 140, 191
188, 76, 188
198, 139, 2
174, 118, 189
194, 143, 170
179, 142, 173
174, 74, 180
214, 215, 183
21, 0, 188
175, 215, 172
195, 122, 188
174, 214, 168
188, 133, 129
165, 216, 181
190, 129, 141
41, 108, 172
33, 112, 201
21, 0, 236
17, 146, 10
175, 99, 189
179, 139, 173
175, 132, 161
214, 121, 180
181, 97, 168
170, 139, 181
38, 128, 189
179, 231, 236
194, 159, 188
162, 98, 236
170, 133, 145
182, 215, 177
189, 71, 189
162, 138, 2
