Band0, Band1, Band2
67, 128, 161
196, 132, 64
114, 93, 32
114, 90, 13
104, 206, 235
68, 18, 219
221, 220, 5
53, 239, 132
198, 231, 32
3, 34, 83
97, 157, 116
60, 108, 72
94, 154, 214
4, 183, 222
12, 122, 173
249, 94, 61
12, 207, 213
108, 208, 228
101, 211, 25
20, 109, 64
167, 165, 65
118, 44, 139
118, 44, 48
19, 27, 205
109, 164, 54
65, 205, 168
44, 151, 38
38, 118, 5
62, 151, 171
102, 186, 127
90, 175, 12
64, 175, 151
107, 14, 236
91, 45, 54
97, 242, 61
7, 125, 223
109, 162, 211
108, 173, 131
92, 192, 139
84, 162, 205
120, 51, 3
84, 57, 1
83, 79, 204
93, 192, 210
66, 12, 149
55, 135, 58
101, 196, 227
93, 194, 151
113, 53, 51
81, 157, 231
81, 104, 233
86, 206, 89
101, 138, 54
109, 211, 223
61, 206, 219
64, 151, 223
43, 34, 219
44, 46, 140
44, 120, 4
106, 118, 199
162, 143, 243
59, 71, 189
41, 205, 228
15, 8, 227
77, 0, 171
110, 8, 176
17, 107, 171
54, 130, 173
220, 144, 188
176, 128, 161
161, 130, 165
72, 106, 173
195, 144, 188
197, 121, 189
165, 125, 188
162, 144, 188
195, 130, 145
168, 133, 165
197, 121, 189
188, 112, 186
13, 131, 189
196, 129, 172
213, 121, 193
172, 215, 189
49, 107, 186
176, 131, 189
212, 124, 161
183, 130, 188
134, 122, 1
60, 11, 218
58, 107, 138
17, 8, 13
15, 106, 227
196, 124, 189
190, 233, 187
179, 112, 145
21, 144, 173
176, 215, 161
162, 114, 165
175, 109, 172
164, 131, 189
213, 74, 180
186, 107, 145
218, 144, 181
179, 130, 190
186, 122, 176
7, 33, 79
188, 142, 236
15, 112, 175
219, 145, 189
161, 151, 190
58, 112, 233
178, 121, 189
212, 217, 161
178, 118, 189
183, 133, 170
175, 131, 172
165, 107, 188
63, 80, 229
179, 143, 188
59, 118, 147
39, 92, 132
220, 144, 181
186, 142, 173
186, 107, 186
178, 145, 161
105, 89, 46
53, 107, 213
168, 144, 190
49, 107, 163
75, 110, 228
53, 76, 173
223, 127, 160
190, 116, 189
174, 215, 179
173, 133, 188
181, 131, 189
42, 89, 232
220, 143, 190
195, 122, 173
163, 130, 173
181, 131, 189
197, 132, 137
162, 130, 188
205, 143, 173
162, 142, 194
188, 133, 173
197, 121, 172
179, 107, 173
45, 131, 161
175, 218, 177
195, 0, 169
106, 80, 26
64, 0, 132
215, 140, 188
191, 128, 189
26, 142, 173
181, 117, 193
181, 128, 180
16, 142, 188
238, 144, 173
192, 129, 137
175, 206, 172
43, 71, 161
58, 46, 227
13, 116, 147
176, 215, 189
195, 130, 170
174, 118, 189
182, 126, 160
196, 74, 189
194, 130, 173
188, 119, 169
42, 129, 164
45, 89, 229
110, 119, 167
195, 157, 188
198, 130, 145
169, 133, 181
195, 143, 188
195, 107, 165
48, 118, 168
111, 8, 48
76, 112, 170
185, 72, 28
14, 113, 172
174, 99, 0
195, 142, 190
188, 133, 171
106, 78, 229
15, 112, 167
218, 147, 181
198, 122, 190
166, 214, 172
176, 126, 161
