Band0, Band1, Band2
7, 81, 171
192, 132, 162
175, 97, 40
181, 121, 200
12, 14, 191
63, 191, 179
104, 59, 153
107, 194, 178
9, 17, 168
59, 39, 219
185, 230, 131
182, 118, 58
7, 2, 152
159, 50, 238
2, 167, 157
10, 33, 169
10, 85, 170
7, 219, 54
178, 18, 238
6, 2, 123
0, 167, 124
60, 30, 105
41, 34, 8
62, 133, 30
7, 64, 132
10, 115, 18
10, 161, 169
10, 85, 170
10, 81, 169
9, 205, 8
93, 28, 127
21, 28, 123
21, 165, 13
14, 21, 45
6, 85, 156
19, 90, 34
96, 186, 87
8, 87, 168
11, 80, 180
58, 120, 159
181, 29, 39
39, 188, 48
60, 170, 161
111, 179, 163
10, 84, 169
4, 72, 0
43, 118, 162
198, 143, 194
179, 114, 188
7, 137, 205
53, 67, 30
66, 67, 132
66, 9, 176
55, 132, 172
241, 157, 44
7, 106, 49
61, 26, 155
8, 191, 168
10, 20, 165
7, 136, 231
8, 23, 24
8, 127, 19
108, 63, 26
18, 169, 121
105, 203, 168
109, 193, 167
4, 26, 28
97, 235, 133
10, 62, 23
9, 124, 42
94, 87, 202
111, 84, 138
11, 180, 168
10, 112, 170
9, 113, 168
10, 81, 170
7, 73, 2
223, 212, 230
61, 5, 162
10, 161, 169
10, 84, 170
5, 208, 37
5, 23, 40
105, 26, 157
39, 202, 99
112, 170, 168
108, 30, 162
109, 3, 167
10, 62, 15
97, 120, 130
10, 61, 149
109, 83, 138
109, 25, 171
9, 206, 155
10, 79, 170
57, 138, 171
220, 148, 243
43, 244, 238
97, 25, 30
101, 61, 16
97, 84, 20
9, 21, 22
9, 22, 179
10, 184, 169
5, 113, 168
7, 231, 204
44, 232, 246
5, 87, 45
94, 87, 28
4, 5, 162
9, 26, 168
10, 20, 171
109, 81, 171
7, 216, 31
183, 211, 138
220, 101, 12
162, 112, 138
65, 244, 106
58, 43, 211
168, 67, 176
53, 134, 138
188, 125, 13
55, 212, 5
195, 140, 14
48, 141, 27
48, 210, 29
108, 154, 106
24, 216, 156
66, 114, 169
109, 0, 35
19, 86, 116
75, 21, 5
111, 119, 65
48, 210, 104
185, 126, 199
95, 84, 13
2, 113, 168
10, 3, 169
60, 124, 179
7, 235, 245
58, 146, 130
108, 69, 131
41, 110, 58
77, 194, 243
195, 184, 81
81, 166, 191
131, 28, 163
169, 92, 178
120, 120, 227
104, 87, 206
58, 60, 138
58, 12, 211
14, 66, 45
108, 87, 113
104, 21, 199
65, 77, 244
18, 107, 35
87, 23, 114
60, 22, 185
6, 60, 25
109, 61, 21
48, 212, 33
195, 138, 61
7, 178, 178
181, 21, 0
14, 208, 29
3, 80, 221
18, 19, 132
60, 205, 8
109, 47, 44
95, 27, 227
105, 87, 97
93, 20, 44
43, 132, 174
176, 121, 5
183, 211, 129
182, 233, 200
176, 215, 200
38, 66, 105
49, 123, 14
183, 38, 171
196, 132, 199
11, 63, 22
101, 60, 240
75, 145, 22
97, 15, 130
97, 25, 138
68, 89, 189
109, 85, 167
2, 71, 172
199, 241, 24
58, 101, 61
90, 93, 220
9, 109, 162
100, 22, 244
212, 124, 203
186, 120, 30
160, 126, 37
112, 18, 26
44, 142, 49
217, 103, 202
7, 120, 36
6, 84, 149
51, 138, 178
72, 60, 32
13, 209, 104
106, 113, 5
7, 67, 132
31, 105, 38
183, 238, 251
196, 212, 238
2, 99, 238
77, 44, 82
159, 31, 45
75, 200, 155
18, 15, 227
62, 165, 204
74, 211, 13
107, 125, 138
19, 120, 224
19, 207, 32
106, 96, 92
198, 151, 213
218, 136, 7
7, 84, 233
7, 166, 152
186, 33, 156
15, 211, 116
40, 23, 42
9, 69, 24
100, 18, 249
10, 120, 247
9, 113, 249
9, 113, 249
9, 113, 22
2, 22, 249
109, 12, 178
9, 167, 168
100, 78, 168
77, 67, 15
106, 69, 19
106, 22, 40
19, 130, 7
169, 19, 213
117, 59, 228
20, 187, 162
87, 34, 228
58, 235, 129
58, 123, 21
1, 235, 17
41, 109, 58
77, 57, 139
2, 197, 180
9, 78, 168
184, 108, 45
109, 62, 17
9, 21, 22
6, 60, 20
8, 182, 168
58, 122, 3
10, 60, 21
9, 113, 208
87, 124, 5
95, 169, 128
92, 179, 182
4, 167, 221
10, 81, 169
6, 81, 227
105, 200, 221
106, 197, 221
104, 191, 168
200, 161, 231
79, 164, 227
6, 162, 95
43, 78, 172
41, 182, 107
238, 100, 32
3, 30, 96
85, 55, 100
19, 184, 73
83, 98, 233
163, 19, 65
21, 125, 133
12, 82, 152
51, 235, 31
2, 22, 22
10, 120, 4
24, 219, 133
15, 157, 35
191, 124, 160
41, 208, 153
89, 22, 141
81, 120, 30
185, 209, 42
2, 113, 22
6, 185, 152
181, 205, 106
182, 168, 124
181, 168, 97
108, 167, 148
7, 159, 152
3, 29, 168
190, 234, 33
49, 130, 138
95, 2, 138
80, 187, 46
111, 196, 167
93, 188, 156
41, 29, 86
60, 39, 98
8, 11, 160
24, 237, 16
95, 169, 123
167, 186, 150
165, 51, 227
163, 192, 163
19, 189, 121
105, 197, 179
66, 175, 167
111, 20, 14
108, 187, 28
4, 87, 155
63, 227, 228
94, 69, 131
10, 60, 23
5, 21, 241
8, 11, 244
7, 120, 21
1, 61, 21
6, 81, 171
9, 167, 168
10, 165, 167
42, 70, 131
4, 23, 42
5, 87, 40
95, 178, 178
39, 86, 127
21, 189, 127
96, 201, 129
3, 182, 168
97, 38, 151
14, 87, 97
14, 21, 45
161, 20, 48
22, 29, 64
19, 194, 151
94, 203, 168
97, 27, 171
10, 25, 163
60, 99, 0
192, 97, 164
180, 140, 32
188, 0, 175
69, 205, 148
101, 19, 4
93, 61, 4
4, 209, 27
68, 180, 168
5, 11, 160
54, 147, 4
10, 62, 17
10, 61, 31
7, 82, 1
96, 201, 171
109, 176, 163
60, 167, 172
95, 184, 156
10, 178, 169
7, 120, 167
66, 151, 181
183, 119, 145
196, 215, 172
162, 207, 10
165, 138, 7
14, 221, 33
110, 112, 175
195, 133, 233
45, 128, 183
66, 114, 169
220, 142, 173
179, 144, 165
186, 130, 190
112, 26, 58
167, 28, 65
15, 169, 81
21, 92, 81
4, 26, 221
109, 120, 204
10, 62, 129
109, 15, 133
100, 69, 105
109, 15, 133
95, 67, 38
96, 19, 47
109, 190, 1
6, 114, 220
18, 184, 151
112, 200, 168
111, 195, 150
97, 211, 210
61, 24, 131
8, 69, 106
97, 27, 151
109, 193, 169
60, 177, 168
112, 31, 162
86, 198, 218
114, 45, 150
20, 209, 57
39, 61, 38
105, 23, 143
7, 19, 138
9, 24, 42
9, 23, 40
8, 171, 168
10, 20, 173
