Band0, Band1, Band2
8, 241, 63
3, 178, 168
92, 11, 141
54, 252, 43
188, 229, 5
62, 223, 58
51, 73, 233
54, 125, 204
186, 125, 233
53, 118, 55
60, 139, 177
54, 136, 66
220, 100, 14
52, 100, 69
190, 155, 47
2, 95, 28
107, 34, 95
62, 155, 10
23, 226, 37
24, 251, 16
191, 127, 131
17, 122, 10
66, 132, 11
53, 126, 5
44, 71, 44
100, 197, 167
8, 230, 12
199, 207, 6
66, 216, 134
1, 196, 162
110, 197, 4
106, 193, 155
107, 82, 139
61, 121, 41
192, 119, 8
42, 106, 174
92, 201, 121
195, 172, 17
162, 50, 9
181, 44, 13
65, 215, 43
55, 128, 175
40, 126, 208
109, 66, 207
66, 124, 159
19, 240, 31
65, 68, 208
43, 67, 36
59, 119, 103
1, 122, 211
10, 91, 150
59, 126, 227
9, 36, 220
60, 97, 236
43, 71, 53
101, 21, 206
48, 74, 208
164, 155, 135
65, 124, 0
60, 114, 236
48, 33, 87
14, 107, 105
60, 113, 0
126, 43, 175
43, 83, 46
111, 205, 14
110, 114, 3
185, 98, 5
53, 90, 176
17, 128, 6
44, 71, 29
185, 107, 206
65, 142, 178
97, 26, 12
61, 97, 168
59, 71, 11
62, 108, 53
179, 128, 161
163, 131, 153
190, 107, 155
77, 48, 204
14, 97, 202
42, 95, 178
53, 99, 159
107, 112, 206
23, 232, 37
192, 140, 5
13, 232, 7
38, 233, 13
33, 216, 42
182, 244, 16
65, 206, 33
55, 217, 14
190, 127, 41
49, 157, 5
192, 131, 212
165, 128, 179
181, 130, 171
214, 214, 2
192, 0, 170
162, 125, 13
174, 130, 236
182, 118, 168
53, 151, 153
174, 118, 172
38, 143, 155
197, 107, 165
195, 216, 241
191, 110, 33
66, 121, 171
183, 118, 172
179, 214, 155
194, 128, 185
195, 138, 2
165, 130, 177
21, 129, 154
189, 154, 34
49, 157, 177
94, 181, 107
103, 95, 160
110, 92, 79
106, 180, 210
93, 205, 57
104, 34, 54
100, 89, 114
40, 119, 15
57, 129, 173
163, 128, 138
100, 161, 223
106, 37, 91
107, 75, 210
107, 0, 225
18, 45, 53
16, 106, 57
19, 102, 36
92, 36, 55
60, 73, 210
9, 124, 105
43, 126, 5
52, 138, 9
103, 2, 150
20, 77, 55
81, 39, 14
107, 26, 103
107, 220, 204
55, 131, 133
41, 155, 5
64, 144, 5
60, 106, 208
60, 118, 166
55, 246, 17
102, 111, 234
97, 212, 113
97, 109, 215
4, 83, 150
3, 112, 172
112, 124, 0
42, 113, 159
34, 220, 61
101, 30, 114
104, 85, 230
19, 34, 113
19, 165, 113
81, 34, 113
8, 43, 138
106, 29, 218
18, 89, 29
13, 48, 30
21, 99, 14
161, 95, 30
17, 109, 103
108, 66, 71
10, 180, 201
100, 81, 169
17, 111, 72
160, 90, 12
19, 30, 160
19, 189, 57
93, 185, 210
93, 166, 219
6, 90, 205
59, 121, 165
55, 234, 17
57, 158, 55
6, 83, 171
185, 117, 26
179, 155, 206
10, 30, 70
61, 122, 166
43, 107, 208
41, 133, 13
104, 52, 70
118, 103, 207
118, 33, 56
163, 95, 210
22, 106, 56
112, 41, 210
104, 222, 57
22, 90, 205
105, 27, 221
22, 96, 30
39, 109, 114
61, 143, 150
60, 112, 175
191, 108, 174
63, 116, 181
43, 65, 85
59, 90, 176
162, 103, 72
196, 219, 43
180, 104, 7
55, 221, 10
38, 158, 3
199, 222, 36
199, 219, 42
179, 219, 43
183, 219, 6
23, 221, 43
196, 104, 7
196, 219, 7
55, 218, 33
196, 36, 58
66, 99, 208
60, 115, 169
43, 18, 105
41, 71, 217
212, 98, 44
96, 28, 225
19, 107, 61
86, 108, 61
68, 81, 161
96, 68, 63
109, 63, 149
109, 209, 14
107, 240, 62
58, 100, 232
181, 134, 56
21, 38, 233
15, 174, 213
18, 16, 223
110, 1, 220
104, 173, 225
104, 73, 91
6, 154, 73
68, 83, 173
191, 71, 159
26, 213, 68
40, 134, 88
69, 16, 150
185, 37, 54
105, 211, 61
107, 207, 62
7, 19, 87
61, 98, 211
55, 231, 10
107, 113, 13
42, 121, 14
189, 65, 175
108, 161, 91
22, 219, 70
105, 106, 90
39, 108, 61
39, 157, 61
104, 221, 70
105, 111, 61
107, 211, 61
7, 207, 223
10, 174, 190
3, 114, 167
58, 123, 210
10, 114, 165
58, 123, 7
60, 69, 36
55, 100, 166
182, 118, 176
162, 142, 132
13, 106, 168
197, 214, 35
111, 114, 29
162, 136, 176
179, 128, 236
190, 108, 236
166, 133, 176
191, 108, 155
174, 97, 170
57, 157, 1
181, 119, 168
48, 96, 173
177, 117, 187
195, 125, 170
176, 133, 186
176, 133, 187
159, 98, 189
174, 133, 173
179, 139, 181
169, 73, 145
192, 119, 177
178, 143, 172
190, 73, 188
181, 107, 186
60, 112, 32
175, 147, 173
179, 97, 188
186, 132, 237
117, 133, 168
14, 129, 188
195, 126, 172
195, 72, 161
171, 147, 173
195, 128, 165
60, 205, 171
64, 0, 6
176, 147, 173
178, 97, 194
182, 130, 173
60, 23, 229
14, 108, 173
199, 214, 249
195, 97, 236
190, 74, 184
126, 125, 169
189, 132, 170
214, 143, 173
195, 119, 137
195, 133, 236
171, 152, 188
48, 112, 25
42, 129, 25
177, 216, 188
182, 132, 161
161, 130, 165
184, 132, 173
162, 129, 177
178, 126, 236
64, 139, 32
108, 130, 53
54, 208, 35
21, 121, 56
44, 215, 6
59, 114, 200
49, 97, 189
182, 122, 180
178, 214, 181
143, 218, 189
190, 206, 186
174, 132, 165
174, 121, 179
183, 128, 186
79, 142, 172
49, 166, 62
179, 141, 145
162, 144, 173
65, 113, 53
42, 129, 202
53, 207, 173
165, 118, 142
16, 147, 181
198, 142, 181
162, 128, 189
170, 109, 173
162, 144, 173
175, 132, 145
186, 97, 177
218, 144, 173
181, 53, 57
164, 43, 68
173, 130, 34
166, 48, 59
123, 44, 57
117, 172, 70
104, 188, 53
212, 172, 56
166, 73, 63
162, 102, 61
16, 134, 61
90, 228, 38
8, 97, 73
1, 153, 70
212, 157, 34
193, 36, 63
174, 48, 88
16, 46, 71
39, 38, 89
6, 206, 88
48, 150, 131
181, 244, 15
191, 245, 130
62, 149, 19
191, 230, 42
88, 230, 63
93, 125, 59
22, 206, 59
161, 94, 90
168, 33, 72
166, 97, 89
104, 94, 72
61, 110, 218
197, 141, 69
55, 216, 105
67, 113, 189
221, 136, 60
44, 139, 231
102, 200, 210
80, 187, 208
118, 43, 62
160, 95, 59
104, 111, 66
93, 208, 62
97, 69, 37
8, 127, 207
8, 72, 219
43, 133, 207
58, 119, 209
54, 250, 16
11, 32, 178
66, 139, 189
57, 128, 177
88, 67, 88
4, 68, 31
58, 106, 57
62, 223, 3
14, 96, 59
21, 38, 65
14, 34, 205
14, 51, 56
17, 162, 38
59, 80, 107
65, 180, 168
9, 114, 41
66, 133, 145
49, 0, 173
164, 147, 161
189, 112, 168
173, 140, 181
195, 116, 189
182, 133, 168
13, 108, 182
182, 215, 172
212, 129, 188
141, 215, 161
186, 118, 173
177, 141, 183
38, 107, 189
174, 132, 166
171, 143, 181
178, 130, 188
13, 121, 168
191, 98, 173
165, 207, 170
186, 131, 180
21, 130, 189
178, 125, 11
178, 121, 161
175, 98, 186
172, 121, 173
213, 142, 188
40, 130, 145
186, 121, 155
182, 118, 189
179, 125, 180
188, 98, 161
214, 121, 186
175, 142, 177
181, 107, 161
218, 216, 182
190, 132, 186
162, 143, 173
173, 131, 189
195, 108, 183
53, 132, 189
21, 142, 140
178, 143, 173
38, 73, 189
53, 210, 236
26, 116, 187
21, 132, 169
173, 140, 187
220, 121, 189
117, 98, 186
192, 132, 177
174, 97, 188
176, 126, 170
189, 130, 236
228, 142, 186
40, 157, 170
165, 142, 181
173, 117, 186
168, 143, 186
161, 74, 173
212, 107, 187
60, 112, 26
64, 8, 29
181, 139, 40
179, 132, 189
181, 129, 166
185, 97, 173
14, 125, 170
223, 117, 181
189, 107, 186
117, 214, 177
220, 126, 187
174, 99, 189
58, 118, 58
64, 128, 212
42, 114, 176
48, 72, 237
228, 140, 145
162, 130, 173
53, 121, 177
171, 215, 173
178, 121, 189
14, 97, 170
171, 139, 129
197, 142, 189
188, 132, 177
176, 121, 170
189, 98, 183
178, 121, 236
185, 115, 6
184, 206, 1
3, 80, 159
109, 81, 159
4, 165, 209
15, 28, 55
40, 89, 212
16, 103, 132
105, 125, 61
111, 109, 57
8, 23, 220
18, 156, 34
22, 110, 209
14, 88, 143
14, 79, 202
21, 50, 30
15, 183, 55
65, 195, 168
61, 114, 211
191, 112, 44
15, 92, 147
62, 79, 211
110, 72, 0
22, 114, 167
64, 72, 206
14, 115, 211
64, 114, 171
64, 110, 0
185, 71, 87
42, 11, 0
185, 94, 27
42, 11, 171
42, 20, 171
117, 128, 45
59, 8, 12
195, 71, 231
64, 112, 168
107, 114, 206
194, 106, 44
66, 11, 171
41, 205, 13
16, 78, 227
188, 114, 159
110, 205, 1
63, 9, 0
42, 92, 211
64, 0, 167
15, 113, 159
185, 112, 200
64, 9, 0
16, 81, 211
60, 205, 53
42, 81, 154
42, 114, 209
185, 88, 31
42, 21, 166
16, 116, 211
59, 113, 147
185, 11, 206
6, 88, 171
42, 128, 211
64, 71, 13
188, 159, 32
61, 83, 168
7, 129, 36
48, 71, 153
176, 143, 189
42, 20, 31
191, 114, 29
64, 129, 25
6, 92, 243
62, 0, 2
196, 130, 186
178, 214, 40
190, 73, 183
169, 125, 161
38, 129, 142
214, 139, 181
179, 118, 145
189, 142, 172
165, 98, 188
38, 97, 186
194, 124, 172
179, 216, 193
162, 132, 189
110, 121, 72
64, 244, 238
44, 216, 209
64, 119, 5
14, 113, 69
58, 130, 220
107, 200, 1
159, 51, 62
160, 8, 62
74, 173, 204
16, 53, 39
184, 156, 38
107, 241, 60
9, 23, 171
9, 180, 219
6, 80, 212
107, 252, 34
108, 229, 57
7, 92, 221
109, 109, 54
184, 225, 34
184, 104, 59
188, 46, 62
17, 55, 69
111, 162, 208
109, 166, 87
2, 71, 211
4, 85, 210
39, 154, 68
22, 134, 59
39, 134, 63
39, 212, 62
6, 91, 148
59, 206, 87
9, 120, 210
9, 23, 212
107, 245, 31
42, 66, 63
9, 38, 85
107, 155, 37
181, 155, 71
14, 48, 71
39, 52, 70
18, 191, 53
18, 191, 53
18, 44, 69
4, 93, 208
4, 34, 54
105, 110, 65
39, 109, 63
39, 136, 63
105, 136, 62
68, 118, 87
6, 112, 171
7, 107, 53
107, 173, 211
3, 142, 168
68, 107, 165
7, 114, 169
109, 37, 70
18, 109, 71
111, 104, 57
61, 112, 140
