Band0, Band1, Band2
180, 219, 190
161, 130, 177
186, 107, 173
14, 129, 180
173, 126, 161
180, 130, 194
181, 142, 173
198, 133, 180
181, 97, 172
23, 214, 191
198, 130, 237
181, 151, 183
117, 207, 165
189, 216, 189
195, 129, 170
174, 119, 170
179, 140, 236
173, 130, 189
38, 108, 170
186, 143, 173
165, 130, 193
182, 132, 161
161, 216, 193
186, 128, 168
181, 133, 186
220, 139, 236
174, 129, 145
174, 132, 170
16, 132, 173
179, 148, 181
197, 71, 145
182, 214, 163
186, 214, 181
169, 131, 186
175, 142, 161
171, 218, 173
182, 206, 173
72, 97, 187
171, 126, 177
191, 128, 145
159, 215, 172
178, 144, 161
171, 132, 183
161, 218, 186
196, 107, 172
212, 130, 186
162, 124, 173
14, 106, 185
188, 147, 189
197, 129, 11
169, 97, 189
117, 133, 172
176, 144, 173
197, 107, 145
13, 130, 173
176, 143, 177
176, 121, 145
14, 214, 173
175, 143, 177
195, 107, 189
175, 121, 177
171, 216, 188
181, 129, 173
215, 215, 177
69, 195, 167
7, 3, 167
8, 82, 168
68, 116, 177
66, 129, 168
38, 208, 34
49, 89, 170
167, 87, 56
61, 178, 219
59, 86, 107
8, 19, 172
60, 114, 171
66, 128, 189
66, 71, 168
183, 228, 173
180, 130, 188
123, 131, 186
188, 206, 170
186, 217, 1
189, 112, 142
150, 143, 181
183, 142, 173
214, 132, 186
21, 133, 170
214, 143, 181
178, 142, 161
182, 130, 173
178, 139, 191
181, 129, 142
181, 216, 172
194, 112, 189
40, 144, 172
220, 133, 188
175, 97, 181
161, 133, 186
13, 129, 180
179, 140, 172
179, 106, 189
212, 216, 243
195, 133, 161
213, 73, 237
182, 107, 170
194, 139, 189
179, 109, 172
195, 129, 187
159, 142, 189
191, 132, 172
14, 106, 170
178, 123, 160
181, 78, 189
81, 215, 174
181, 128, 145
195, 146, 237
198, 72, 194
117, 214, 236
136, 143, 145
53, 132, 186
163, 142, 132
189, 97, 189
149, 126, 189
191, 106, 171
171, 142, 177
162, 143, 161
178, 107, 173
21, 214, 177
182, 133, 172
23, 130, 173
141, 142, 189
188, 132, 173
177, 215, 182
188, 132, 168
182, 214, 170
214, 131, 188
195, 130, 181
13, 132, 173
190, 215, 173
165, 119, 170
162, 143, 180
185, 151, 189
214, 133, 182
171, 143, 161
198, 142, 173
169, 131, 186
36, 214, 182
163, 129, 170
188, 121, 180
181, 142, 161
220, 119, 180
181, 214, 181
194, 129, 145
162, 142, 177
186, 133, 172
176, 130, 182
212, 133, 170
164, 216, 173
205, 131, 186
195, 133, 188
189, 130, 173
181, 142, 170
218, 143, 173
38, 128, 189
182, 210, 181
213, 116, 179
163, 214, 140
134, 133, 188
178, 144, 173
162, 98, 189
183, 214, 173
188, 151, 188
214, 125, 177
179, 142, 236
141, 121, 145
163, 217, 177
162, 129, 173
172, 144, 186
177, 131, 180
21, 75, 173
186, 109, 165
165, 121, 187
189, 120, 170
178, 157, 237
188, 128, 169
162, 133, 170
53, 106, 173
54, 217, 54
167, 129, 238
165, 210, 217
143, 138, 44
170, 214, 13
167, 138, 13
165, 205, 199
49, 129, 190
67, 80, 168
137, 136, 45
228, 154, 4
65, 27, 25
106, 2, 147
17, 198, 53
104, 203, 167
91, 181, 219
108, 19, 107
109, 61, 8
4, 240, 7
55, 246, 22
43, 231, 33
89, 5, 85
5, 5, 152
42, 132, 37
163, 94, 14
175, 217, 206
197, 214, 25
10, 4, 211
109, 17, 169
6, 16, 159
109, 23, 209
9, 27, 168
9, 84, 170
109, 3, 169
9, 1, 168
109, 3, 168
4, 2, 151
109, 181, 169
39, 30, 108
161, 184, 127
164, 28, 107
161, 85, 49
38, 20, 109
65, 81, 162
62, 205, 58
107, 200, 151
167, 18, 65
87, 19, 123
5, 60, 13
60, 123, 5
10, 5, 172
7, 249, 21
55, 243, 20
189, 246, 7
103, 5, 220
97, 31, 222
68, 83, 183
192, 97, 162
95, 52, 81
111, 5, 150
107, 196, 172
5, 3, 169
61, 71, 140
101, 5, 163
5, 87, 209
60, 230, 17
55, 213, 18
191, 114, 2
112, 180, 140
198, 157, 237
