Band0, Band1, Band2
64, 21, 62
16, 205, 34
14, 110, 56
14, 130, 33
104, 85, 56
38, 98, 204
183, 161, 80
183, 98, 64
39, 76, 51
103, 31, 211
104, 42, 54
95, 188, 209
42, 199, 152
107, 198, 168
6, 180, 151
41, 1, 232
96, 59, 152
66, 115, 173
4, 159, 178
42, 72, 236
57, 132, 169
1, 166, 107
64, 8, 166
48, 132, 186
162, 231, 161
165, 129, 181
185, 107, 189
13, 128, 190
103, 29, 86
66, 128, 145
97, 166, 111
10, 1, 145
55, 155, 64
106, 166, 205
10, 30, 150
7, 23, 150
7, 11, 150
18, 45, 83
104, 89, 86
93, 161, 76
104, 162, 77
39, 53, 95
19, 51, 100
93, 44, 95
8, 85, 152
66, 99, 173
182, 131, 63
101, 91, 86
109, 84, 218
111, 37, 91
96, 209, 38
4, 22, 219
109, 195, 1
5, 82, 211
5, 1, 160
4, 195, 168
93, 168, 211
97, 29, 87
8, 88, 172
192, 148, 34
192, 143, 34
5, 82, 164
48, 99, 65
175, 103, 49
171, 109, 58
186, 100, 64
21, 156, 80
214, 98, 60
54, 154, 58
122, 33, 58
161, 101, 234
72, 95, 233
117, 99, 45
186, 33, 51
181, 35, 58
174, 165, 109
71, 42, 47
165, 168, 151
65, 144, 173
182, 133, 31
195, 129, 172
179, 98, 129
174, 121, 172
104, 194, 126
74, 188, 163
160, 172, 235
104, 187, 227
105, 192, 221
58, 1, 219
6, 83, 87
107, 1, 87
4, 81, 150
7, 175, 167
60, 180, 161
8, 81, 169
105, 3, 121
7, 79, 212
61, 73, 172
10, 90, 168
66, 159, 168
48, 0, 159
58, 71, 227
48, 8, 179
64, 165, 170
64, 132, 0
221, 143, 37
67, 79, 169
165, 49, 82
66, 110, 168
44, 106, 107
16, 155, 121
110, 90, 231
185, 100, 211
64, 205, 172
64, 106, 211
48, 9, 178
107, 122, 87
6, 72, 162
88, 5, 168
100, 11, 218
87, 156, 86
19, 57, 91
95, 194, 152
68, 82, 170
58, 207, 91
10, 24, 1
108, 20, 211
109, 60, 69
8, 22, 210
10, 120, 169
109, 83, 25
9, 82, 172
107, 119, 45
109, 62, 56
100, 83, 160
108, 84, 171
9, 23, 159
9, 207, 53
221, 72, 52
38, 108, 204
77, 180, 80
101, 2, 99
113, 93, 86
8, 28, 168
68, 118, 189
8, 89, 152
0, 184, 65
96, 3, 151
111, 63, 57
4, 199, 117
9, 87, 150
64, 154, 54
44, 142, 227
183, 20, 233
181, 96, 39
12, 5, 169
9, 13, 150
109, 26, 220
4, 22, 223
109, 21, 219
109, 31, 117
105, 189, 151
22, 188, 127
104, 42, 111
96, 26, 107
8, 25, 161
61, 163, 168
190, 98, 109
58, 161, 211
109, 79, 141
102, 178, 168
86, 182, 221
71, 204, 169
74, 86, 99
78, 29, 111
19, 169, 99
85, 194, 149
85, 194, 152
92, 30, 151
109, 27, 168
103, 22, 168
10, 114, 160
108, 3, 211
104, 170, 152
87, 203, 171
107, 177, 167
48, 167, 167
182, 34, 66
65, 93, 148
13, 28, 86
14, 28, 85
14, 28, 111
17, 185, 223
69, 11, 189
199, 98, 67
102, 32, 152
97, 30, 152
66, 220, 231
55, 0, 85
198, 159, 233
11, 32, 152
9, 31, 169
68, 114, 173
96, 5, 149
8, 12, 168
109, 193, 152
104, 29, 95
104, 30, 85
66, 71, 169
43, 71, 205
66, 107, 145
94, 181, 53
9, 29, 152
68, 10, 170
109, 89, 85
97, 5, 139
96, 42, 152
109, 185, 167
9, 176, 169
8, 23, 168
7, 195, 168
109, 177, 169
22, 190, 150
39, 170, 151
39, 170, 151
18, 31, 221
18, 30, 151
105, 27, 99
96, 82, 219
4, 84, 171
10, 23, 212
10, 23, 169
9, 21, 169
192, 153, 67
189, 155, 233
192, 99, 235
55, 104, 54
12, 25, 140
97, 25, 169
9, 3, 168
8, 28, 167
105, 27, 111
93, 167, 151
105, 186, 221
111, 194, 201
112, 177, 168
60, 1, 169
66, 174, 167
49, 73, 170
48, 0, 211
42, 78, 171
64, 36, 0
42, 96, 162
185, 89, 211
64, 80, 167
48, 33, 141
42, 97, 219
48, 78, 154
185, 165, 167
48, 130, 211
42, 34, 167
42, 94, 121
9, 174, 171
66, 139, 188
49, 118, 189
183, 117, 172
16, 71, 186
188, 121, 140
220, 127, 181
190, 128, 189
160, 138, 186
221, 131, 193
188, 143, 145
188, 107, 172
54, 108, 68
11, 202, 168
105, 31, 221
111, 200, 168
6, 178, 169
9, 195, 168
4, 178, 167
111, 177, 168
111, 198, 167
96, 186, 99
96, 167, 99
96, 27, 117
4, 87, 220
9, 87, 150
4, 84, 211
4, 84, 167
10, 184, 169
61, 160, 173
96, 5, 221
39, 30, 111
39, 31, 99
39, 188, 151
104, 170, 221
112, 31, 151
9, 41, 169
95, 166, 86
96, 27, 211
61, 10, 189
66, 109, 168
86, 7, 151
101, 29, 221
68, 114, 188
55, 137, 34
171, 155, 63
51, 96, 51
103, 3, 169
112, 73, 148
190, 219, 88
65, 163, 162
180, 139, 189
103, 31, 222
92, 86, 221
93, 30, 151
111, 194, 166
94, 177, 167
86, 45, 107
108, 211, 69
9, 124, 87
109, 124, 87
9, 207, 87
9, 18, 87
95, 95, 54
105, 4, 12
66, 98, 168
94, 2, 111
9, 178, 170
111, 93, 85
93, 86, 107
105, 87, 221
39, 94, 72
39, 26, 75
20, 44, 76
104, 186, 100
19, 186, 100
19, 59, 100
104, 183, 100
93, 41, 222
109, 90, 222
10, 113, 168
68, 78, 173
45, 18, 61
104, 181, 111
9, 175, 201
9, 181, 169
7, 81, 168
68, 8, 172
57, 73, 166
60, 107, 174
57, 72, 178
62, 72, 171
64, 97, 166
48, 72, 159
57, 128, 25
101, 37, 107
49, 118, 171
64, 0, 180
116, 86, 127
67, 151, 161
167, 29, 110
163, 26, 86
19, 184, 95
104, 2, 111
68, 85, 189
41, 71, 79
102, 27, 1
68, 71, 170
66, 131, 189
40, 111, 68
189, 208, 34
103, 85, 85
108, 110, 87
109, 89, 87
5, 82, 168
10, 93, 212
68, 10, 173
66, 97, 164
180, 111, 65
109, 82, 107
103, 91, 160
68, 8, 170
36, 112, 110
2, 196, 167
59, 207, 54
101, 86, 73
96, 84, 53
97, 113, 219
97, 22, 87
10, 61, 211
68, 128, 169
192, 128, 208
64, 123, 209
163, 107, 60
111, 114, 37
3, 25, 169
5, 3, 169
8, 26, 168
104, 90, 86
85, 30, 85
93, 169, 152
93, 194, 152
107, 199, 163
105, 17, 138
66, 228, 188
49, 133, 161
180, 74, 186
174, 215, 170
213, 108, 181
161, 129, 145
178, 140, 236
171, 131, 189
161, 130, 180
26, 138, 181
181, 132, 189
194, 133, 170
66, 72, 178
57, 159, 162
6, 92, 163
48, 159, 171
42, 118, 169
48, 9, 211
64, 128, 174
162, 124, 181
195, 143, 172
175, 132, 145
14, 214, 183
215, 142, 181
38, 106, 170
174, 216, 177
151, 124, 189
64, 38, 110
68, 86, 152
110, 26, 122
66, 218, 182
88, 61, 204
9, 23, 210
96, 2, 220
104, 22, 50
95, 82, 221
61, 60, 212
59, 23, 3
2, 115, 212
97, 5, 147
109, 189, 168
109, 186, 167
96, 85, 107
3, 21, 172
62, 134, 34
10, 78, 152
77, 183, 117
108, 166, 222
93, 27, 85
96, 201, 152
109, 193, 168
97, 87, 151
5, 61, 210
5, 23, 212
9, 209, 70
5, 21, 210
9, 120, 212
9, 23, 53
10, 22, 161
185, 177, 204
68, 124, 169
5, 25, 209
4, 29, 150
6, 199, 168
109, 193, 167
93, 168, 219
9, 89, 151
61, 80, 169
165, 72, 65
10, 30, 167
108, 51, 119
7, 14, 168
60, 34, 151
7, 184, 152
6, 197, 167
9, 165, 152
5, 94, 76
97, 20, 150
109, 85, 220
96, 29, 152
111, 170, 151
95, 203, 139
105, 200, 168
96, 178, 167
104, 194, 152
105, 30, 232
20, 89, 86
105, 93, 220
93, 28, 94
104, 52, 95
19, 187, 100
85, 52, 95
109, 35, 98
10, 205, 221
5, 84, 169
104, 91, 83
108, 181, 151
9, 1, 135
53, 110, 71
88, 30, 100
104, 28, 221
111, 30, 111
182, 214, 34
38, 80, 147
161, 33, 86
9, 169, 211
111, 201, 167
108, 198, 167
9, 15, 169
9, 11, 167
108, 111, 85
97, 22, 219
5, 87, 211
97, 23, 53
9, 87, 87
5, 23, 169
8, 3, 140
196, 134, 65
172, 72, 49
14, 90, 229
119, 39, 59
4, 31, 111
95, 169, 211
96, 194, 152
111, 198, 169
4, 196, 168
61, 78, 167
64, 11, 244
55, 136, 175
182, 118, 166
72, 157, 172
182, 128, 176
186, 129, 175
39, 73, 180
14, 107, 159
220, 145, 3
53, 80, 169
13, 109, 243
196, 131, 13
186, 0, 187
181, 142, 171
181, 124, 5
195, 107, 189
197, 121, 180
172, 130, 194
175, 215, 173
195, 129, 179
189, 142, 180
176, 133, 189
0, 130, 160
195, 139, 173
186, 129, 187
65, 88, 107
57, 159, 183
64, 0, 25
42, 116, 149
48, 88, 168
48, 0, 178
64, 78, 181
48, 128, 167
104, 204, 99
72, 166, 108
93, 84, 70
99, 87, 211
75, 28, 152
71, 31, 152
75, 82, 87
89, 26, 152
202, 181, 99
71, 190, 164
108, 178, 167
107, 196, 167
101, 37, 85
5, 209, 87
8, 3, 169
93, 91, 108
22, 166, 83
18, 168, 225
65, 116, 211
95, 168, 100
96, 186, 152
7, 84, 168
2, 1, 164
106, 29, 111
19, 28, 73
39, 26, 108
68, 26, 161
118, 35, 112
6, 188, 119
5, 173, 201
96, 25, 219
109, 21, 219
5, 174, 212
85, 91, 108
104, 166, 86
18, 187, 76
93, 51, 95
111, 34, 222
64, 126, 56
199, 225, 36
38, 124, 34
6, 33, 37
93, 31, 95
104, 42, 85
105, 169, 219
111, 44, 73
82, 44, 111
105, 31, 152
39, 59, 111
118, 187, 107
104, 169, 168
8, 178, 168
66, 133, 168
2, 8, 168
48, 73, 213
10, 80, 180
107, 92, 166
9, 178, 169
7, 1, 168
5, 29, 168
61, 62, 210
8, 122, 2
10, 23, 160
109, 84, 160
4, 23, 210
93, 85, 64
104, 26, 86
8, 3, 169
8, 84, 161
96, 93, 219
101, 166, 219
96, 28, 151
19, 30, 220
104, 31, 85
66, 128, 170
112, 163, 219
88, 86, 221
4, 3, 151
8, 84, 161
8, 83, 140
109, 85, 107
5, 16, 160
97, 62, 210
4, 16, 171
95, 63, 219
39, 81, 86
93, 82, 221
106, 180, 111
106, 26, 148
93, 82, 107
106, 28, 151
111, 82, 111
8, 82, 169
4, 195, 167
9, 83, 171
59, 90, 107
8, 1, 169
97, 93, 151
109, 89, 107
110, 88, 12
66, 117, 168
48, 72, 170
20, 195, 67
38, 185, 25
180, 164, 205
38, 180, 54
65, 28, 150
42, 89, 225
60, 60, 53
11, 25, 169
97, 60, 69
49, 90, 148
180, 108, 52
13, 110, 49
109, 2, 99
104, 89, 109
68, 16, 161
24, 217, 68
108, 181, 157
5, 85, 151
9, 89, 1
183, 214, 7
66, 8, 168
66, 118, 165
108, 186, 111
179, 172, 70
58, 175, 140
20, 204, 117
