Band0, Band1, Band2
60, 142, 189
195, 71, 189
185, 206, 169
48, 117, 172
17, 132, 170
27, 153, 56
39, 69, 238
76, 123, 131
12, 60, 36
68, 171, 145
199, 216, 66
103, 6, 168
9, 3, 168
9, 178, 168
7, 174, 169
9, 171, 167
5, 93, 119
97, 209, 223
4, 22, 54
110, 19, 70
42, 92, 54
58, 91, 107
107, 21, 223
12, 9, 186
55, 66, 71
66, 128, 190
191, 8, 169
49, 245, 22
57, 218, 238
11, 115, 8
10, 87, 87
8, 28, 145
8, 82, 172
8, 154, 168
66, 136, 1
9, 92, 151
5, 184, 167
7, 174, 167
4, 184, 152
96, 44, 99
4, 28, 152
55, 231, 63
44, 73, 169
38, 143, 160
169, 88, 2
53, 121, 189
101, 202, 107
4, 87, 148
8, 19, 218
66, 151, 189
38, 237, 57
192, 241, 31
213, 136, 9
14, 211, 10
69, 178, 169
8, 85, 169
5, 86, 167
8, 79, 168
8, 71, 170
68, 114, 169
8, 118, 1
8, 83, 135
8, 115, 159
10, 64, 1
9, 92, 212
10, 82, 160
4, 184, 169
9, 175, 168
8, 3, 173
8, 84, 168
8, 171, 169
9, 82, 169
9, 87, 150
68, 8, 181
10, 80, 161
8, 81, 169
61, 130, 180
61, 71, 161
61, 71, 172
10, 81, 168
60, 178, 169
105, 170, 167
111, 93, 70
68, 81, 140
68, 128, 170
196, 214, 64
181, 141, 173
48, 206, 151
178, 221, 1
65, 88, 172
12, 84, 170
68, 72, 168
8, 8, 172
8, 112, 169
49, 116, 173
49, 133, 189
38, 118, 172
197, 131, 168
100, 80, 170
8, 1, 169
10, 27, 172
6, 176, 167
105, 29, 90
7, 0, 1
22, 27, 111
96, 16, 152
8, 64, 210
5, 87, 211
61, 163, 145
61, 114, 169
8, 79, 168
8, 81, 169
105, 87, 91
4, 63, 231
8, 19, 168
68, 12, 161
8, 132, 168
55, 245, 37
189, 139, 31
12, 5, 168
68, 71, 161
8, 82, 169
10, 81, 168
10, 88, 161
8, 11, 168
68, 80, 168
105, 2, 167
105, 170, 210
59, 201, 172
6, 177, 168
68, 119, 173
8, 1, 168
14, 32, 107
8, 87, 169
9, 80, 150
68, 128, 173
10, 81, 170
10, 180, 169
110, 196, 171
110, 59, 156
96, 31, 156
68, 114, 169
111, 27, 147
4, 90, 88
5, 184, 152
68, 113, 189
8, 11, 170
48, 97, 89
95, 202, 209
112, 30, 151
10, 26, 218
68, 122, 189
4, 87, 150
8, 23, 212
8, 165, 161
7, 1, 212
8, 21, 160
8, 81, 161
4, 24, 208
8, 61, 160
10, 96, 167
10, 1, 161
8, 82, 168
5, 86, 172
8, 97, 167
61, 216, 173
49, 112, 160
97, 38, 171
9, 28, 208
61, 128, 168
49, 233, 181
180, 103, 51
100, 93, 151
104, 27, 235
40, 220, 91
61, 211, 115
57, 128, 173
189, 130, 189
126, 205, 58
68, 5, 167
66, 219, 189
49, 97, 173
20, 156, 167
55, 129, 161
194, 133, 173
44, 129, 168
3, 23, 87
111, 86, 213
107, 86, 220
111, 85, 220
111, 85, 81
111, 166, 220
109, 55, 220
6, 171, 117
61, 174, 173
64, 216, 219
8, 99, 151
10, 91, 117
8, 11, 189
57, 130, 173
118, 211, 52
165, 155, 147
3, 4, 152
15, 30, 100
7, 28, 172
68, 114, 170
10, 80, 168
107, 187, 152
6, 19, 220
8, 21, 167
8, 137, 211
57, 228, 1
183, 231, 46
220, 229, 13
153, 231, 3
69, 84, 127
7, 22, 160
9, 115, 12
10, 60, 33
7, 21, 208
61, 156, 152
7, 82, 167
110, 168, 99
111, 41, 95
112, 31, 168
6, 26, 152
59, 108, 95
110, 80, 152
196, 143, 41
69, 181, 168
248, 141, 184
21, 139, 142
23, 98, 169
16, 98, 169
179, 141, 172
188, 101, 167
178, 215, 163
186, 217, 219
21, 36, 172
181, 103, 167
212, 139, 171
