Band0, Band1, Band2
40, 6, 163
15, 175, 178
49, 11, 211
163, 165, 227
219, 217, 238
149, 125, 3
181, 132, 227
178, 94, 15
14, 118, 171
197, 143, 175
195, 118, 176
181, 108, 176
174, 118, 171
182, 147, 206
52, 112, 170
38, 132, 28
53, 98, 181
195, 122, 13
175, 130, 236
161, 130, 132
190, 206, 178
162, 128, 171
141, 109, 105
205, 121, 25
214, 130, 44
137, 0, 16
40, 33, 229
65, 26, 157
183, 109, 138
53, 130, 13
49, 154, 138
161, 132, 14
194, 111, 45
188, 94, 35
48, 213, 146
183, 157, 162
192, 155, 134
180, 211, 154
55, 65, 245
42, 228, 9
192, 8, 0
164, 132, 178
212, 133, 175
186, 132, 169
162, 132, 4
162, 131, 169
181, 128, 155
214, 214, 2
192, 106, 170
181, 133, 229
175, 131, 236
38, 106, 174
151, 132, 13
69, 195, 152
44, 114, 159
183, 109, 13
180, 160, 206
155, 214, 179
7, 209, 63
60, 12, 211
55, 109, 180
191, 128, 133
162, 214, 2
195, 97, 105
89, 22, 81
62, 12, 208
49, 157, 179
191, 106, 168
179, 121, 37
54, 128, 172
161, 133, 141
195, 106, 104
162, 142, 25
53, 97, 105
164, 108, 171
186, 122, 178
169, 94, 25
38, 143, 155
175, 106, 160
146, 124, 31
186, 214, 236
190, 128, 171
181, 132, 166
195, 129, 155
189, 107, 29
186, 98, 173
195, 131, 13
181, 132, 172
197, 130, 153
188, 107, 166
174, 132, 175
192, 107, 177
157, 132, 200
188, 132, 1
191, 72, 166
17, 142, 171
220, 123, 3
186, 72, 169
16, 133, 178
16, 97, 168
189, 123, 37
23, 97, 181
163, 108, 166
171, 216, 133
186, 71, 171
181, 133, 13
53, 71, 173
174, 143, 206
191, 0, 169
195, 133, 35
197, 73, 11
163, 118, 162
181, 110, 11
182, 130, 148
186, 129, 172
162, 130, 1
186, 107, 170
165, 138, 31
182, 128, 162
184, 128, 176
181, 133, 236
179, 130, 5
181, 129, 168
53, 109, 105
118, 76, 27
161, 180, 26
192, 8, 0
190, 8, 229
38, 161, 27
49, 142, 180
164, 121, 176
197, 132, 175
14, 106, 140
186, 133, 155
189, 106, 159
195, 124, 178
188, 98, 172
212, 118, 153
195, 132, 3
181, 132, 171
195, 108, 11
186, 128, 178
164, 139, 175
186, 116, 155
152, 214, 58
172, 132, 174
172, 152, 135
173, 106, 204
175, 129, 27
139, 214, 156
213, 107, 11
162, 130, 29
144, 132, 174
195, 214, 25
178, 142, 3
214, 97, 132
214, 133, 13
151, 206, 174
162, 73, 32
213, 214, 178
162, 8, 206
8, 196, 163
105, 29, 221
118, 85, 215
181, 57, 124
161, 169, 121
181, 59, 127
21, 188, 28
21, 188, 174
21, 188, 138
21, 186, 157
118, 57, 178
22, 52, 28
132, 90, 4
164, 85, 125
132, 106, 49
160, 18, 28
20, 113, 27
40, 211, 46
20, 95, 69
6, 170, 220
7, 171, 168
97, 181, 150
96, 85, 221
97, 165, 87
97, 26, 219
96, 90, 209
105, 21, 46
9, 61, 37
3, 83, 160
10, 123, 11
96, 84, 26
96, 123, 26
95, 207, 4
49, 55, 168
180, 228, 14
202, 118, 174
11, 26, 25
68, 79, 168
24, 151, 26
174, 229, 48
186, 60, 22
11, 61, 70
61, 160, 170
221, 109, 9
44, 191, 111
97, 203, 161
66, 128, 163
180, 163, 200
212, 155, 132
9, 30, 53
61, 9, 160
4, 175, 168
9, 92, 172
221, 218, 29
178, 216, 229
218, 118, 5
149, 98, 25
216, 142, 3
8, 23, 27
14, 120, 35
15, 81, 27
110, 93, 149
189, 116, 14
18, 88, 49
59, 84, 162
188, 107, 5
64, 71, 154
9, 81, 211
41, 161, 121
58, 93, 163
7, 174, 167
4, 27, 162
0, 208, 37
60, 207, 0
182, 172, 121
43, 171, 227
55, 126, 130
179, 129, 176
179, 109, 141
197, 107, 132
161, 97, 172
181, 133, 178
182, 133, 3
116, 11, 50
65, 174, 168
105, 181, 113
22, 164, 178
192, 171, 28
20, 18, 214
119, 211, 45
59, 82, 151
44, 130, 200
182, 107, 172
174, 74, 176
20, 21, 147
85, 91, 50
44, 128, 176
196, 129, 171
165, 155, 129
193, 129, 155
14, 26, 80
112, 175, 147
192, 215, 182
55, 130, 155
174, 118, 164
54, 132, 105
114, 165, 108
106, 85, 46
66, 129, 193
49, 118, 168
182, 142, 3
179, 118, 169
185, 108, 153
95, 84, 65
55, 98, 134
183, 132, 58
162, 216, 193
181, 97, 172
163, 108, 132
95, 178, 111
60, 130, 243
57, 125, 1
183, 118, 178
161, 98, 159
195, 107, 172
161, 131, 29
190, 118, 170
191, 119, 138
184, 98, 172
195, 122, 14
121, 93, 65
61, 92, 177
55, 216, 200
44, 118, 206
190, 130, 155
174, 118, 170
159, 129, 1
189, 121, 13
212, 72, 165
182, 121, 27
190, 107, 171
188, 112, 154
190, 125, 174
174, 120, 142
39, 152, 208
225, 132, 31
189, 128, 173
174, 109, 236
162, 142, 174
188, 128, 177
188, 107, 176
165, 131, 3
171, 128, 13
181, 100, 3
212, 133, 236
13, 132, 164
179, 142, 8
162, 129, 171
21, 130, 180
214, 133, 3
189, 0, 172
21, 133, 229
175, 121, 236
38, 128, 171
188, 130, 153
175, 108, 160
188, 129, 162
181, 214, 129
188, 106, 167
188, 129, 171
195, 142, 1
195, 118, 171
189, 109, 156
175, 73, 133
38, 214, 147
197, 97, 15
161, 122, 166
53, 107, 178
13, 130, 11
185, 97, 173
198, 126, 37
53, 71, 172
161, 142, 141
195, 107, 11
60, 71, 211
49, 111, 139
103, 197, 152
192, 217, 14
165, 128, 204
134, 110, 129
170, 132, 8
10, 86, 85
20, 90, 86
69, 95, 152
104, 81, 179
55, 131, 155
166, 130, 105
111, 26, 227
97, 87, 70
3, 113, 169
20, 71, 123
66, 0, 140
192, 132, 175
189, 108, 177
102, 64, 106
82, 128, 47
74, 206, 36
