Band0, Band1, Band2
66, 213, 205
189, 134, 59
23, 217, 233
41, 155, 228
39, 206, 204
42, 214, 49
64, 107, 48
14, 110, 147
165, 99, 229
65, 33, 219
42, 108, 164
110, 112, 167
60, 98, 174
164, 85, 178
196, 218, 173
169, 216, 186
173, 139, 188
181, 72, 161
162, 147, 236
195, 129, 188
174, 138, 170
189, 107, 177
165, 216, 161
186, 129, 180
166, 216, 189
186, 132, 161
190, 206, 173
164, 214, 173
122, 74, 187
179, 138, 183
171, 129, 145
214, 139, 177
181, 97, 168
214, 139, 181
38, 128, 145
175, 212, 236
175, 116, 189
195, 108, 237
170, 121, 161
182, 138, 177
182, 0, 145
195, 138, 2
165, 119, 189
191, 109, 237
173, 74, 145
170, 133, 173
165, 139, 179
214, 132, 188
22, 214, 172
213, 142, 189
178, 139, 177
161, 73, 145
192, 124, 165
215, 142, 173
189, 73, 187
14, 138, 161
181, 129, 173
195, 143, 236
23, 128, 161
195, 108, 249
19, 142, 168
188, 108, 194
179, 124, 172
197, 130, 176
168, 218, 186
163, 130, 161
186, 107, 173
14, 129, 180
173, 126, 161
180, 130, 194
181, 142, 173
198, 133, 180
181, 97, 181
198, 214, 183
198, 130, 183
181, 151, 249
117, 207, 169
189, 217, 189
195, 129, 170
193, 119, 170
179, 140, 236
173, 129, 189
38, 155, 170
195, 143, 177
162, 130, 193
182, 132, 161
164, 216, 193
53, 212, 51
42, 113, 161
54, 36, 141
64, 115, 169
159, 103, 173
199, 94, 68
100, 26, 83
95, 26, 73
87, 106, 71
93, 89, 107
68, 28, 145
10, 113, 172
2, 134, 219
54, 155, 59
49, 136, 51
58, 103, 51
59, 112, 25
60, 110, 148
59, 108, 230
60, 155, 123
6, 85, 1
58, 101, 151
7, 88, 162
185, 36, 206
42, 205, 172
64, 118, 172
60, 128, 165
48, 121, 166
182, 122, 177
62, 107, 180
48, 133, 170
186, 128, 11
44, 206, 176
54, 121, 170
166, 214, 173
195, 143, 177
195, 119, 189
175, 142, 177
172, 216, 188
181, 129, 173
178, 142, 177
53, 128, 173
176, 211, 170
169, 74, 181
182, 133, 173
72, 74, 173
182, 107, 173
185, 0, 199
57, 138, 231
179, 217, 237
64, 95, 87
191, 106, 154
48, 157, 189
177, 129, 173
193, 142, 170
179, 140, 173
44, 205, 154
161, 218, 169
174, 119, 186
186, 217, 1
189, 205, 168
150, 143, 182
183, 142, 173
214, 132, 186
21, 133, 170
214, 143, 181
178, 142, 161
182, 130, 173
178, 139, 191
181, 129, 142
161, 130, 172
186, 118, 189
39, 143, 172
220, 121, 188
175, 97, 181
161, 133, 186
13, 129, 168
179, 233, 181
179, 0, 189
193, 216, 179
179, 133, 173
197, 73, 183
181, 206, 180
214, 142, 161
179, 206, 173
195, 131, 177
159, 132, 189
191, 133, 172
14, 0, 170
178, 123, 181
181, 78, 161
85, 215, 155
181, 128, 145
195, 146, 172
36, 78, 194
166, 214, 236
173, 143, 145
186, 132, 173
181, 142, 133
189, 132, 173
149, 143, 189
191, 132, 171
171, 132, 187
171, 143, 161
179, 133, 173
161, 214, 170
182, 133, 172
23, 130, 173
143, 142, 189
186, 132, 173
177, 216, 182
188, 132, 172
182, 138, 170
214, 131, 188
195, 130, 181
13, 132, 173
196, 215, 173
164, 119, 170
162, 143, 180
185, 151, 189
214, 132, 182
171, 143, 161
198, 142, 173
169, 131, 186
36, 98, 182
163, 118, 170
181, 121, 180
181, 215, 161
179, 119, 180
174, 214, 181
174, 129, 145
174, 132, 177
186, 139, 172
176, 97, 182
212, 121, 170
164, 216, 183
64, 71, 87
191, 118, 189
64, 206, 155
181, 129, 183
228, 143, 189
191, 130, 168
165, 210, 181
212, 116, 179
181, 214, 140
170, 133, 188
178, 144, 173
162, 98, 189
183, 214, 173
188, 151, 188
214, 125, 177
179, 132, 236
170, 121, 145
163, 217, 177
162, 129, 173
168, 131, 186
176, 144, 180
21, 75, 173
195, 109, 165
182, 129, 187
182, 119, 170
26, 157, 237
188, 128, 161
162, 133, 170
53, 108, 173
182, 125, 168
215, 117, 181
189, 206, 186
169, 142, 187
189, 118, 166
13, 121, 189
49, 97, 15
188, 129, 168
198, 214, 183
179, 130, 183
172, 139, 145
174, 130, 173
189, 139, 189
172, 130, 161
178, 139, 173
189, 0, 186
166, 143, 236
186, 132, 181
181, 107, 180
173, 142, 137
182, 99, 188
194, 126, 172
195, 119, 170
174, 214, 189
60, 112, 27
188, 121, 183
181, 97, 161
57, 143, 236
42, 106, 199
185, 121, 173
53, 206, 243
185, 128, 180
189, 138, 195
64, 98, 174
225, 121, 188
196, 142, 172
161, 142, 186
173, 142, 188
181, 97, 161
182, 215, 236
195, 129, 188
194, 133, 170
38, 119, 177
165, 157, 160
186, 129, 141
166, 216, 173
186, 132, 161
195, 206, 173
164, 214, 173
48, 129, 154
48, 132, 172
15, 107, 175
53, 119, 187
175, 142, 168
48, 108, 18
44, 132, 170
54, 133, 25
189, 129, 236
42, 94, 177
48, 125, 183
188, 142, 168
64, 107, 129
190, 133, 129
48, 121, 169
53, 128, 14
16, 125, 177
52, 218, 183
53, 139, 236
48, 144, 141
181, 94, 18
48, 139, 169
53, 120, 165
40, 73, 189
190, 124, 165
