Band0, Band1, Band2
104, 168, 91
104, 43, 70
61, 120, 16
66, 98, 145
199, 133, 62
175, 214, 26
5, 169, 86
20, 163, 88
20, 192, 73
81, 176, 115
86, 177, 167
95, 197, 167
94, 177, 164
93, 198, 150
61, 83, 168
199, 102, 59
164, 155, 64
40, 138, 26
55, 221, 4
38, 228, 5
189, 147, 13
196, 212, 26
44, 126, 35
38, 126, 3
188, 71, 189
186, 97, 169
12, 236, 185
86, 66, 4
87, 86, 89
104, 31, 219
9, 57, 211
41, 76, 57
95, 111, 54
109, 68, 69
61, 129, 161
49, 107, 171
137, 189, 111
61, 244, 57
97, 207, 53
108, 84, 85
95, 135, 38
104, 109, 61
60, 48, 87
185, 155, 37
93, 36, 216
18, 94, 80
3, 118, 150
6, 21, 87
16, 156, 205
104, 96, 59
39, 95, 64
39, 33, 65
39, 89, 69
104, 34, 71
6, 76, 218
85, 151, 55
6, 159, 70
58, 47, 85
22, 186, 79
21, 198, 211
104, 198, 163
39, 198, 151
104, 176, 211
111, 186, 219
104, 44, 91
21, 43, 70
20, 33, 89
8, 84, 169
55, 231, 60
182, 129, 63
38, 102, 147
62, 166, 53
111, 31, 221
9, 182, 167
39, 44, 91
64, 88, 212
38, 139, 56
51, 121, 243
105, 174, 150
93, 26, 57
20, 53, 85
22, 52, 87
64, 28, 85
191, 140, 243
188, 113, 69
169, 216, 42
214, 36, 231
10, 186, 70
6, 163, 218
113, 35, 70
20, 95, 54
120, 38, 89
160, 44, 89
87, 161, 70
61, 163, 201
59, 113, 151
189, 109, 25
186, 118, 26
176, 134, 56
188, 97, 5
14, 119, 15
101, 44, 92
120, 89, 54
160, 34, 71
104, 41, 54
69, 81, 161
44, 118, 167
62, 74, 147
182, 97, 59
94, 200, 211
20, 187, 53
87, 45, 70
95, 110, 89
109, 229, 54
8, 66, 223
61, 71, 168
249, 222, 226
43, 155, 38
38, 94, 29
191, 38, 56
95, 167, 86
120, 55, 221
160, 52, 221
112, 14, 220
60, 11, 87
59, 174, 219
105, 194, 1
105, 162, 5
18, 182, 125
18, 161, 222
110, 33, 124
64, 128, 87
96, 245, 42
59, 63, 87
96, 212, 232
108, 199, 117
17, 99, 73
88, 35, 223
22, 51, 223
104, 186, 217
4, 172, 218
66, 123, 189
4, 112, 167
104, 43, 223
104, 44, 91
22, 42, 223
104, 186, 85
93, 51, 87
7, 113, 147
183, 147, 106
117, 20, 207
9, 57, 85
6, 182, 218
109, 182, 220
20, 44, 70
22, 44, 91
19, 44, 89
39, 52, 85
4, 31, 150
59, 120, 164
53, 215, 58
184, 102, 85
165, 125, 212
112, 108, 58
192, 50, 219
9, 2, 167
41, 34, 85
8, 120, 150
104, 35, 235
7, 174, 152
28, 214, 56
60, 114, 184
177, 182, 221
192, 47, 1
14, 167, 107
5, 179, 201
92, 177, 167
93, 178, 167
93, 196, 167
93, 177, 164
93, 200, 211
