Band0, Band1, Band2
183, 144, 190
194, 214, 170
38, 107, 129
165, 216, 161
186, 129, 178
166, 216, 189
16, 128, 172
14, 106, 149
165, 138, 184
193, 74, 187
179, 138, 183
171, 129, 145
214, 139, 177
181, 97, 168
214, 139, 181
181, 128, 145
13, 121, 180
14, 112, 167
21, 130, 170
166, 112, 173
191, 119, 179
51, 116, 141
163, 206, 236
189, 129, 167
21, 130, 236
56, 107, 173
188, 118, 152
41, 118, 8
195, 130, 169
13, 71, 172
190, 124, 165
42, 72, 177
181, 117, 172
182, 205, 159
181, 130, 173
186, 142, 179
174, 129, 181
14, 132, 173
195, 143, 236
23, 128, 161
42, 129, 4
174, 118, 177
181, 110, 185
53, 71, 155
188, 131, 168
181, 36, 172
188, 120, 140
162, 106, 178
53, 142, 19
190, 72, 168
13, 145, 171
190, 113, 180
195, 147, 245
60, 166, 48
221, 215, 184
198, 130, 183
189, 76, 249
117, 208, 169
181, 216, 189
195, 129, 170
72, 119, 170
179, 140, 236
173, 130, 189
61, 47, 69
95, 43, 210
97, 34, 203
4, 114, 56
109, 39, 210
112, 35, 107
62, 106, 48
5, 44, 205
104, 166, 208
108, 47, 87
68, 9, 218
6, 116, 218
105, 156, 205
109, 208, 54
60, 62, 210
105, 73, 106
64, 124, 245
58, 233, 56
103, 154, 220
107, 179, 140
6, 195, 169
106, 178, 211
39, 176, 34
39, 50, 56
105, 42, 232
60, 165, 147
24, 97, 27
116, 21, 204
61, 26, 1
4, 33, 53
93, 38, 56
94, 166, 54
108, 100, 210
61, 46, 201
68, 129, 170
55, 73, 170
186, 132, 175
162, 133, 172
191, 8, 181
16, 119, 171
188, 113, 172
190, 94, 177
18, 71, 173
161, 0, 211
163, 125, 170
49, 73, 182
117, 113, 140
189, 0, 172
181, 129, 177
188, 118, 180
104, 89, 60
64, 98, 65
112, 57, 1
93, 191, 104
2, 177, 211
9, 178, 168
109, 178, 168
85, 192, 12
111, 114, 30
49, 161, 152
112, 120, 182
160, 171, 0
23, 134, 60
162, 89, 213
10, 52, 73
94, 95, 54
5, 125, 54
9, 68, 26
9, 22, 211
85, 107, 89
39, 37, 204
39, 44, 62
60, 171, 211
61, 121, 169
182, 139, 33
164, 104, 12
64, 106, 206
8, 72, 137
57, 148, 16
183, 65, 40
117, 220, 34
43, 29, 71
10, 168, 169
57, 74, 60
59, 53, 53
96, 168, 152
58, 183, 171
10, 114, 168
9, 26, 164
109, 174, 149
66, 218, 168
196, 139, 169
188, 165, 176
64, 128, 171
54, 118, 1
76, 130, 171
188, 133, 186
181, 110, 176
181, 46, 189
188, 123, 155
53, 11, 140
21, 108, 173
53, 124, 14
13, 215, 169
14, 80, 172
6, 128, 172
195, 138, 177
175, 129, 177
171, 143, 161
178, 133, 173
40, 118, 173
42, 106, 176
3, 12, 167
244, 140, 189
188, 132, 173
177, 216, 182
13, 132, 172
182, 138, 170
214, 131, 188
195, 130, 181
13, 132, 173
196, 215, 173
164, 119, 170
162, 143, 180
185, 151, 173
214, 132, 182
171, 143, 161
198, 142, 173
169, 131, 186
36, 98, 182
163, 129, 140
181, 121, 180
181, 142, 161
179, 119, 180
174, 157, 181
169, 129, 145
174, 132, 177
195, 139, 172
176, 97, 182
212, 121, 170
164, 216, 183
205, 129, 173
195, 138, 186
189, 130, 189
186, 142, 166
177, 143, 173
15, 128, 189
179, 210, 181
212, 117, 179
181, 108, 140
170, 133, 188
178, 144, 173
162, 98, 189
183, 214, 173
188, 151, 188
141, 119, 173
13, 118, 176
14, 132, 166
189, 118, 181
188, 72, 180
13, 118, 211
60, 79, 152
177, 219, 184
186, 109, 185
165, 129, 187
189, 119, 170
26, 157, 237
188, 128, 169
162, 133, 170
53, 106, 173
181, 0, 140
163, 129, 173
197, 125, 186
169, 214, 165
218, 121, 186
188, 97, 189
181, 108, 181
176, 131, 161
197, 214, 173
197, 130, 183
172, 139, 145
174, 130, 173
188, 139, 189
172, 142, 161
26, 139, 173
188, 0, 186
166, 143, 236
186, 128, 181
186, 107, 180
171, 142, 137
182, 99, 188
204, 126, 172
182, 119, 170
193, 108, 188
14, 97, 170
176, 233, 172
183, 72, 189
174, 139, 105
196, 143, 189
171, 130, 188
179, 210, 180
13, 73, 189
190, 215, 8
162, 119, 145
149, 216, 181
196, 133, 172
161, 216, 186
173, 133, 188
181, 73, 161
182, 140, 176
175, 129, 189
212, 133, 170
189, 119, 177
164, 157, 160
186, 129, 141
166, 216, 173
195, 132, 161
186, 206, 173
164, 214, 173
170, 74, 187
48, 80, 164
166, 133, 168
53, 74, 172
188, 106, 165
53, 129, 180
52, 215, 171
163, 11, 161
182, 138, 178
185, 131, 173
197, 73, 189
182, 107, 159
58, 132, 236
181, 132, 180
186, 114, 161
188, 72, 179
161, 214, 179
53, 132, 171
188, 129, 130
195, 121, 168
42, 88, 165
186, 71, 166
185, 97, 155
53, 207, 238
181, 94, 173
21, 121, 180
186, 128, 176
184, 128, 173
163, 72, 237
178, 139, 60
180, 47, 150
42, 122, 181
181, 119, 186
69, 78, 173
221, 233, 172
187, 128, 165
186, 40, 80
183, 132, 189
169, 133, 188
14, 129, 180
179, 52, 52
104, 41, 1
179, 147, 190
61, 72, 221
0, 57, 39
110, 51, 48
185, 28, 121
66, 73, 173
66, 120, 170
183, 215, 189
162, 131, 177
212, 119, 145
179, 139, 236
173, 130, 189
38, 214, 170
186, 142, 172
165, 130, 193
182, 132, 161
161, 98, 165
188, 132, 173
174, 132, 170
220, 126, 236
174, 129, 145
174, 132, 170
13, 106, 173
179, 148, 181
195, 71, 145
182, 214, 163
186, 108, 181
169, 122, 186
175, 214, 181
189, 128, 149
162, 125, 189
174, 97, 183
162, 126, 177
189, 71, 186
78, 216, 172
175, 144, 161
179, 132, 188
161, 218, 173
196, 107, 177
186, 132, 186
162, 124, 173
181, 112, 142
184, 147, 181
198, 129, 181
162, 97, 189
122, 133, 172
176, 144, 173
195, 107, 145
13, 98, 173
176, 144, 177
176, 142, 145
14, 132, 173
175, 139, 177
195, 107, 189
171, 131, 177
171, 142, 188
181, 74, 173
223, 156, 68
53, 109, 13
15, 100, 49
188, 101, 80
64, 94, 168
66, 129, 189
192, 118, 173
164, 143, 172
220, 133, 188
14, 107, 163
181, 132, 170
178, 143, 181
195, 132, 161
59, 54, 82
107, 46, 81
54, 46, 85
61, 48, 152
49, 122, 181
183, 216, 165
174, 106, 171
188, 129, 173
189, 159, 181
48, 129, 180
21, 33, 212
186, 128, 176
243, 49, 108
192, 33, 235
64, 51, 162
61, 129, 173
190, 136, 61
169, 108, 39
162, 155, 113
136, 220, 3
181, 215, 35
23, 158, 44
213, 217, 6
173, 104, 231
195, 74, 32
189, 48, 54
44, 182, 207
69, 83, 161
49, 133, 168
97, 192, 117
5, 134, 225
60, 240, 13
185, 207, 105
10, 91, 87
7, 33, 202
112, 93, 53
111, 50, 88
21, 183, 29
104, 52, 103
22, 44, 54
104, 29, 217
105, 109, 113
65, 231, 55
38, 233, 22
107, 68, 7
109, 35, 53
88, 36, 54
59, 164, 223
111, 52, 87
104, 50, 57
118, 33, 54
104, 93, 51
60, 47, 223
43, 94, 14
62, 18, 58
96, 92, 54
109, 125, 90
68, 81, 190
190, 191, 83
109, 88, 87
109, 27, 201
68, 8, 168
44, 180, 149
104, 166, 54
95, 42, 219
112, 28, 151
174, 216, 131
61, 120, 149
192, 0, 147
40, 108, 151
48, 171, 234
164, 191, 229
105, 183, 215
39, 50, 235
104, 166, 124
7, 100, 91
110, 97, 160
101, 171, 228
6, 16, 150
55, 134, 7
183, 128, 49
100, 195, 227
87, 192, 220
95, 152, 80
64, 161, 73
112, 8, 168
196, 148, 34
215, 108, 228
15, 180, 55
191, 0, 235
88, 55, 213
18, 44, 109
59, 22, 12
38, 215, 193
57, 233, 249
164, 145, 133
59, 101, 30
97, 93, 222
97, 18, 13
109, 155, 223
61, 76, 168
57, 118, 161
183, 133, 162
118, 103, 218
61, 195, 227
109, 195, 167
108, 83, 151
108, 192, 167
96, 53, 103
61, 116, 211
196, 216, 38
3, 196, 169
10, 82, 145
106, 184, 85
104, 172, 214
96, 31, 87
104, 42, 87
39, 162, 90
39, 168, 151
110, 183, 48
110, 83, 231
49, 127, 23
77, 154, 133
188, 76, 14
101, 191, 81
9, 3, 152
192, 217, 36
196, 205, 13
174, 214, 55
40, 171, 108
96, 169, 174
112, 28, 87
65, 128, 193
192, 234, 238
199, 246, 245
192, 144, 200
102, 58, 235
95, 29, 213
97, 120, 26
4, 81, 151
8, 178, 161
7, 11, 167
97, 181, 149
4, 81, 212
7, 182, 164
101, 27, 209
4, 84, 160
6, 37, 210
112, 130, 176
196, 108, 50
2, 92, 208
101, 39, 210
7, 73, 103
66, 128, 170
183, 154, 181
117, 205, 64
176, 137, 58
204, 212, 58
193, 228, 202
186, 98, 138
52, 214, 64
195, 228, 60
213, 104, 231
197, 103, 206
112, 20, 168
220, 121, 166
48, 130, 181
163, 106, 169
54, 97, 155
21, 134, 168
71, 158, 57
10, 86, 219
4, 34, 57
68, 73, 145
55, 126, 3
164, 216, 155
169, 166, 64
9, 2, 150
15, 35, 62
111, 165, 204
61, 121, 130
196, 233, 243
188, 212, 17
97, 168, 56
111, 168, 219
110, 46, 193
189, 133, 206
66, 97, 162
190, 97, 241
186, 143, 243
52, 210, 141
54, 130, 134
42, 174, 8
11, 1, 167
10, 3, 170
9, 1, 172
9, 1, 169
107, 197, 211
104, 193, 2
93, 175, 25
39, 192, 208
18, 175, 209
93, 197, 211
85, 176, 221
90, 193, 53
106, 177, 151
97, 196, 161
109, 178, 167
68, 20, 170
61, 118, 172
57, 114, 169
165, 8, 231
187, 89, 82
189, 182, 55
164, 162, 79
38, 183, 127
80, 176, 223
22, 191, 79
161, 191, 54
21, 183, 232
15, 185, 208
61, 28, 167
41, 205, 1
60, 97, 48
188, 88, 206
60, 185, 211
104, 168, 70
105, 2, 212
104, 168, 211
96, 31, 87
4, 3, 12
107, 113, 56
55, 151, 25
163, 228, 193
187, 65, 12
185, 228, 104
181, 232, 36
12, 5, 160
3, 71, 168
8, 71, 168
6, 95, 12
111, 27, 32
112, 168, 167
111, 193, 171
112, 201, 201
111, 197, 211
109, 178, 168
109, 178, 168
109, 178, 169
109, 178, 167
111, 177, 167
