Band0, Band1, Band2
12, 4, 160
4, 211, 10
97, 27, 151
97, 59, 152
109, 176, 164
108, 197, 167
108, 195, 168
68, 85, 169
6, 175, 169
20, 58, 111
104, 154, 205
191, 35, 123
167, 26, 148
22, 90, 147
106, 18, 37
5, 83, 206
68, 82, 168
64, 79, 171
101, 91, 10
94, 85, 2
68, 1, 169
5, 86, 168
4, 167, 167
108, 26, 219
8, 44, 168
6, 51, 211
16, 170, 163
106, 194, 163
108, 196, 169
109, 178, 168
8, 80, 169
6, 162, 151
104, 6, 1
160, 45, 86
18, 110, 52
59, 167, 152
59, 171, 169
112, 162, 219
44, 161, 219
189, 156, 238
89, 38, 73
111, 172, 95
41, 185, 99
107, 162, 99
20, 77, 76
113, 36, 93
120, 95, 107
121, 43, 73
59, 8, 111
43, 42, 220
112, 162, 73
221, 157, 47
109, 85, 4
58, 180, 172
111, 20, 46
115, 34, 157
125, 36, 124
105, 37, 35
106, 167, 107
3, 181, 181
7, 34, 168
9, 41, 171
7, 34, 178
60, 78, 236
112, 180, 168
8, 163, 173
7, 92, 211
48, 50, 127
68, 72, 168
60, 33, 168
60, 159, 156
61, 110, 236
49, 114, 189
49, 132, 173
190, 102, 7
182, 133, 134
180, 220, 243
188, 98, 11
43, 205, 41
66, 129, 189
196, 214, 173
165, 141, 145
183, 100, 37
182, 90, 176
190, 102, 124
49, 92, 27
61, 71, 161
49, 132, 189
14, 29, 52
51, 38, 46
177, 154, 25
190, 131, 33
199, 231, 3
64, 110, 4
191, 110, 13
196, 95, 18
49, 97, 46
54, 39, 231
182, 35, 108
55, 36, 51
94, 27, 124
111, 93, 40
65, 159, 2
192, 210, 27
49, 107, 129
7, 101, 172
10, 35, 211
112, 166, 148
105, 26, 157
107, 185, 168
14, 192, 153
105, 201, 156
93, 201, 152
18, 194, 151
111, 196, 152
111, 195, 236
97, 178, 167
107, 195, 167
17, 187, 206
181, 37, 70
181, 29, 148
185, 57, 128
185, 187, 157
40, 188, 157
49, 186, 186
64, 175, 167
60, 12, 169
68, 12, 168
8, 114, 173
64, 180, 168
68, 118, 168
166, 204, 2
114, 192, 2
160, 170, 221
71, 191, 169
4, 196, 152
182, 105, 94
8, 196, 173
221, 222, 38
54, 206, 245
102, 84, 49
95, 178, 237
111, 214, 35
111, 113, 233
109, 120, 44
107, 106, 44
109, 132, 58
97, 23, 3
96, 16, 243
111, 82, 232
2, 80, 147
5, 84, 161
8, 123, 155
4, 27, 180
60, 33, 157
59, 50, 99
60, 35, 168
68, 113, 189
8, 114, 169
61, 112, 173
57, 97, 170
55, 215, 2
181, 119, 145
65, 40, 151
64, 33, 152
48, 94, 152
44, 72, 151
66, 121, 190
66, 132, 160
183, 129, 188
162, 142, 168
189, 133, 177
165, 216, 181
186, 129, 141
166, 216, 173
186, 132, 161
66, 35, 47
108, 27, 124
107, 92, 127
9, 30, 168
7, 12, 168
59, 92, 211
60, 157, 28
24, 101, 138
12, 80, 189
60, 161, 167
24, 104, 52
11, 27, 87
97, 34, 169
61, 182, 168
111, 79, 219
6, 28, 221
109, 199, 168
97, 51, 152
109, 36, 94
7, 208, 208
6, 124, 244
107, 124, 231
5, 37, 223
94, 194, 168
91, 14, 12
104, 169, 1
20, 187, 150
104, 187, 99
107, 175, 222
18, 191, 127
92, 53, 95
116, 37, 92
105, 92, 107
109, 95, 107
97, 106, 148
97, 83, 16
5, 120, 29
4, 23, 42
9, 120, 16
7, 120, 5
97, 61, 7
5, 80, 169
6, 113, 10
55, 78, 123
42, 89, 127
60, 35, 127
8, 46, 160
68, 21, 170
60, 102, 151
60, 100, 99
64, 39, 149
60, 100, 163
64, 37, 127
64, 46, 152
64, 35, 151
61, 78, 168
61, 73, 168
66, 125, 161
192, 128, 193
165, 132, 161
164, 216, 193
188, 132, 168
69, 79, 168
60, 112, 172
176, 91, 50
182, 39, 51
114, 169, 107
20, 161, 54
66, 81, 190
66, 139, 168
183, 214, 183
171, 131, 186
174, 142, 161
48, 156, 50
111, 167, 54
89, 194, 211
111, 196, 152
75, 197, 167
93, 189, 208
93, 37, 108
96, 107, 54
96, 85, 26
2, 1, 169
9, 11, 169
6, 165, 163
9, 3, 169
4, 82, 152
112, 161, 163
7, 79, 152
8, 26, 168
60, 165, 169
8, 92, 169
61, 97, 168
60, 161, 168
8, 95, 167
61, 161, 166
8, 151, 189
68, 118, 169
61, 8, 169
8, 71, 172
61, 8, 168
60, 11, 170
68, 99, 169
61, 11, 168
8, 114, 189
61, 71, 173
7, 80, 211
57, 139, 189
191, 121, 172
180, 133, 188
13, 110, 155
181, 129, 170
69, 11, 170
61, 128, 172
60, 80, 140
7, 120, 12
219, 141, 189
176, 130, 188
193, 131, 186
181, 207, 170
186, 217, 1
189, 112, 168
150, 143, 182
182, 142, 173
214, 132, 186
181, 133, 170
214, 143, 181
178, 142, 161
182, 130, 173
178, 139, 191
181, 129, 142
181, 130, 172
193, 118, 189
66, 166, 127
64, 100, 158
48, 89, 152
64, 42, 152
60, 35, 169
3, 114, 173
60, 128, 168
7, 81, 168
191, 198, 163
160, 193, 128
14, 193, 157
17, 170, 179
18, 193, 117
105, 201, 156
104, 194, 158
104, 197, 180
40, 201, 28
39, 185, 157
39, 197, 246
39, 195, 157
110, 201, 180
87, 196, 156
111, 195, 156
105, 201, 163
106, 177, 156
105, 197, 180
107, 201, 180
104, 177, 156
112, 196, 163
18, 197, 155
93, 197, 163
59, 178, 168
39, 201, 28
107, 185, 150
66, 78, 168
44, 163, 169
65, 34, 150
59, 165, 168
105, 1, 169
66, 133, 189
183, 138, 180
162, 131, 188
213, 130, 181
181, 132, 173
190, 215, 173
165, 119, 170
162, 143, 180
185, 151, 173
214, 107, 182
171, 143, 161
198, 142, 173
169, 131, 186
67, 80, 169
3, 121, 173
220, 121, 179
181, 142, 161
179, 119, 180
195, 157, 181
69, 79, 167
61, 8, 189
8, 113, 161
64, 225, 227
219, 118, 190
164, 142, 177
205, 131, 173
195, 133, 186
189, 130, 189
181, 142, 166
218, 143, 173
38, 128, 189
162, 210, 181
212, 116, 179
163, 214, 140
134, 133, 188
67, 162, 151
96, 27, 208
7, 109, 151
8, 180, 169
64, 221, 40
164, 126, 246
3, 206, 89
5, 194, 167
42, 201, 152
108, 197, 210
104, 187, 150
18, 166, 75
106, 20, 81
9, 36, 151
6, 176, 167
38, 210, 229
66, 11, 189
192, 133, 170
181, 132, 173
3, 189, 121
94, 96, 128
5, 62, 43
97, 123, 33
5, 166, 169
61, 78, 171
10, 83, 169
190, 39, 65
100, 20, 204
107, 61, 7
9, 173, 40
9, 181, 180
66, 50, 167
6, 159, 169
60, 76, 170
8, 113, 168
60, 0, 172
9, 79, 169
61, 118, 172
8, 0, 170
60, 8, 169
8, 71, 186
60, 113, 169
8, 114, 161
60, 80, 168
8, 106, 168
60, 11, 169
8, 0, 173
61, 112, 168
7, 114, 169
8, 97, 169
60, 128, 173
54, 214, 236
61, 11, 168
219, 143, 182
179, 133, 172
6, 174, 87
111, 89, 50
104, 26, 108
105, 85, 127
105, 184, 162
67, 233, 189
55, 112, 187
164, 215, 160
69, 1, 166
60, 81, 168
58, 128, 173
220, 210, 173
164, 214, 173
69, 11, 161
61, 118, 168
58, 113, 236
238, 141, 186
184, 97, 168
178, 139, 181
181, 128, 189
181, 212, 177
178, 116, 189
195, 109, 237
141, 121, 189
38, 109, 179
195, 97, 145
53, 134, 2
165, 119, 189
185, 109, 237
176, 117, 188
169, 133, 170
165, 139, 180
67, 43, 167
2, 90, 168
60, 99, 152
60, 33, 167
60, 0, 152
60, 99, 168
8, 128, 173
199, 130, 195
181, 133, 170
174, 121, 172
186, 143, 236
196, 128, 161
6, 190, 157
181, 187, 157
38, 188, 163
39, 188, 156
22, 194, 163
18, 170, 158
110, 197, 9
40, 198, 180
15, 193, 121
39, 188, 158
15, 193, 151
39, 188, 158
59, 188, 164
110, 176, 152
60, 175, 168
110, 188, 151
66, 148, 184
49, 20, 165
58, 161, 28
112, 12, 163
66, 124, 189
183, 139, 176
180, 130, 189
181, 108, 170
186, 142, 173
165, 130, 193
182, 132, 161
161, 98, 165
188, 132, 173
174, 132, 170
220, 126, 236
174, 129, 145
66, 139, 12
57, 221, 237
103, 96, 156
111, 33, 128
101, 29, 152
61, 130, 0
59, 138, 44
66, 118, 189
192, 131, 189
165, 206, 173
12, 165, 211
52, 101, 35
89, 45, 148
42, 191, 223
7, 174, 168
66, 228, 189
192, 129, 186
20, 190, 205
118, 54, 46
118, 57, 124
21, 59, 127
104, 59, 151
39, 189, 151
104, 59, 163
21, 55, 148
105, 168, 148
60, 186, 169
60, 12, 172
9, 79, 167
66, 124, 188
192, 108, 173
62, 45, 112
42, 41, 168
64, 73, 121
57, 38, 172
167, 144, 189
67, 168, 168
6, 43, 211
219, 244, 196
169, 74, 172
182, 133, 173
212, 74, 173
182, 107, 161
69, 180, 168
61, 159, 168
197, 206, 180
161, 142, 170
65, 189, 99
38, 182, 46
58, 187, 163
163, 169, 157
163, 187, 46
166, 186, 28
21, 187, 157
181, 188, 157
14, 188, 46
14, 194, 152
21, 193, 28
41, 188, 157
21, 193, 156
15, 193, 156
17, 184, 27
42, 175, 156
185, 185, 152
41, 193, 156
42, 175, 162
14, 169, 121
163, 188, 127
64, 184, 151
192, 162, 127
61, 12, 189
64, 78, 163
60, 79, 173
8, 8, 169
60, 78, 168
64, 79, 168
8, 114, 173
60, 79, 168
60, 9, 170
8, 0, 173
60, 115, 169
60, 92, 172
42, 71, 170
195, 142, 161
39, 132, 170
220, 123, 172
182, 72, 161
80, 139, 155
14, 97, 145
191, 123, 172
69, 11, 173
60, 118, 173
64, 79, 155
60, 215, 172
8, 8, 168
60, 11, 172
8, 71, 168
61, 72, 189
7, 113, 168
60, 8, 180
188, 155, 221
191, 90, 81
49, 50, 9
190, 37, 156
189, 89, 158
189, 38, 97
55, 99, 4
38, 166, 157
54, 35, 158
192, 47, 157
192, 89, 97
54, 38, 157
191, 165, 97
192, 50, 157
191, 34, 97
44, 34, 163
192, 34, 158
44, 41, 97
54, 47, 162
49, 38, 99
185, 41, 151
53, 38, 158
64, 161, 127
57, 38, 152
42, 44, 99
48, 165, 97
48, 48, 152
64, 41, 168
64, 39, 151
38, 118, 18
197, 132, 178
164, 142, 236
186, 116, 155
69, 45, 152
64, 81, 168
60, 100, 168
8, 113, 161
220, 216, 189
64, 205, 2
65, 42, 152
185, 88, 99
48, 35, 230
42, 89, 152
48, 34, 127
179, 147, 184
188, 151, 195
214, 208, 170
182, 130, 236
173, 121, 186
67, 78, 161
3, 130, 173
60, 73, 180
8, 0, 169
61, 128, 168
107, 185, 167
185, 54, 158
15, 53, 158
17, 42, 128
41, 167, 100
58, 167, 158
62, 53, 99
22, 55, 158
39, 52, 158
14, 52, 101
14, 52, 98
42, 186, 97
64, 186, 152
62, 183, 99
42, 186, 152
185, 168, 97
62, 186, 222
15, 186, 99
42, 57, 152
61, 184, 168
64, 162, 152
64, 182, 158
189, 166, 97
48, 35, 97
164, 48, 125
182, 46, 158
192, 43, 157
190, 36, 125
22, 46, 122
183, 46, 125
189, 43, 122
163, 77, 157
183, 34, 79
191, 165, 222
15, 44, 219
49, 100, 111
64, 110, 27
188, 206, 45
191, 88, 162
191, 34, 30
54, 101, 124
48, 154, 4
15, 47, 125
9, 31, 168
107, 201, 151
6, 195, 172
58, 195, 167
6, 197, 168
57, 187, 155
183, 44, 45
189, 55, 156
189, 167, 158
107, 188, 157
18, 185, 99
18, 189, 156
18, 201, 158
188, 187, 157
