Band0, Band1, Band2
165, 218, 190
185, 28, 64
169, 72, 149
110, 11, 103
220, 140, 190
184, 71, 162
18, 72, 69
39, 92, 138
220, 147, 184
190, 132, 168
162, 119, 186
183, 125, 180
165, 119, 142
200, 218, 181
179, 142, 161
175, 132, 189
169, 109, 173
162, 143, 173
175, 130, 186
13, 118, 187
218, 147, 161
175, 131, 189
38, 214, 180
213, 133, 181
13, 132, 145
215, 143, 236
171, 131, 189
21, 130, 173
222, 228, 177
188, 128, 189
193, 139, 145
173, 121, 177
38, 132, 170
162, 131, 173
179, 214, 193
72, 121, 168
162, 214, 188
185, 132, 168
181, 120, 181
179, 143, 160
195, 118, 189
181, 138, 183
173, 131, 188
38, 214, 170
179, 98, 181
141, 122, 189
53, 107, 180
193, 130, 173
15, 0, 180
220, 233, 181
190, 71, 161
169, 139, 186
214, 142, 161
174, 142, 177
178, 130, 173
181, 108, 181
179, 121, 173
21, 130, 177
163, 143, 172
179, 108, 194
159, 73, 187
178, 139, 173
175, 132, 161
21, 142, 189
197, 125, 180
195, 132, 173
0, 130, 145
179, 143, 236
13, 128, 161
175, 131, 244
182, 132, 168
212, 142, 181
191, 106, 145
215, 142, 237
174, 129, 161
21, 97, 186
0, 129, 172
180, 145, 173
190, 72, 145
117, 18, 171
14, 128, 145
178, 233, 2
198, 132, 194
117, 132, 173
171, 218, 188
186, 106, 145
162, 139, 175
195, 128, 189
134, 140, 177
189, 71, 189
165, 140, 1
212, 128, 189
181, 142, 168
188, 108, 182
183, 143, 168
170, 132, 188
179, 143, 161
212, 132, 173
165, 215, 187
181, 108, 189
174, 129, 180
171, 139, 181
220, 216, 188
117, 142, 170
191, 130, 173
183, 206, 180
175, 129, 161
21, 130, 189
176, 140, 11
36, 118, 145
169, 98, 183
176, 126, 173
178, 142, 188
40, 73, 188
72, 124, 236
165, 106, 161
183, 126, 170
184, 97, 173
173, 121, 187
197, 142, 173
161, 108, 161
176, 215, 183
190, 73, 188
182, 140, 170
168, 131, 189
189, 108, 183
186, 132, 173
159, 129, 170
175, 140, 173
191, 73, 145
53, 109, 172
220, 131, 182
181, 118, 169
168, 141, 182
215, 119, 189
193, 216, 186
191, 132, 177
212, 130, 188
165, 124, 172
186, 98, 179
177, 144, 186
40, 98, 161
162, 138, 181
151, 117, 186
168, 215, 173
161, 218, 173
175, 205, 187
179, 215, 173
182, 129, 145
175, 136, 236
162, 128, 189
13, 129, 178
14, 97, 189
15, 133, 171
223, 144, 181
189, 128, 145
117, 109, 183
220, 143, 177
195, 73, 145
159, 125, 171
195, 131, 187
189, 107, 173
198, 121, 180
143, 142, 194
175, 216, 173
186, 129, 179
182, 139, 173
176, 133, 189
16, 74, 169
195, 138, 181
197, 129, 186
53, 214, 170
176, 121, 170
189, 107, 183
178, 214, 236
38, 107, 185
194, 130, 188
161, 132, 161
193, 143, 173
188, 128, 189
178, 126, 181
55, 73, 188
105, 204, 81
40, 89, 124
6, 60, 210
44, 0, 167
40, 181, 25
203, 126, 55
8, 42, 220
7, 93, 168
43, 159, 174
161, 112, 132
90, 12, 69
15, 91, 227
185, 31, 99
164, 43, 4
163, 52, 122
181, 51, 162
40, 93, 123
110, 207, 175
18, 19, 208
40, 18, 147
21, 89, 64
39, 41, 162
40, 167, 48
39, 186, 162
93, 194, 139
93, 176, 162
96, 57, 155
93, 167, 53
106, 186, 167
104, 41, 1
96, 184, 217
68, 11, 170
8, 88, 172
184, 34, 227
95, 167, 55
93, 41, 219
104, 165, 1
93, 29, 53
95, 27, 219
59, 41, 152
53, 205, 69
21, 73, 231
188, 106, 200
53, 96, 200
62, 72, 228
48, 47, 116
53, 73, 202
195, 50, 215
191, 46, 232
59, 42, 167
66, 144, 173
189, 95, 147
169, 77, 136
181, 35, 121
162, 95, 147
188, 72, 228
175, 155, 162
195, 124, 188
171, 216, 189
214, 129, 173
162, 216, 173
175, 107, 188
183, 216, 237
190, 130, 186
166, 119, 169
196, 132, 183
175, 130, 181
196, 98, 237
161, 133, 170
188, 129, 142
171, 215, 181
197, 121, 145
182, 132, 237
161, 98, 161
189, 151, 186
194, 124, 172
163, 88, 48
48, 46, 207
194, 72, 48
44, 182, 48
66, 129, 181
185, 128, 211
13, 118, 176
165, 43, 81
13, 103, 45
110, 166, 150
61, 165, 1
68, 120, 12
48, 28, 0
163, 131, 180
51, 81, 211
105, 51, 48
60, 92, 149
18, 31, 148
22, 162, 107
18, 41, 54
61, 181, 170
38, 132, 25
202, 216, 183
191, 71, 206
90, 8, 227
10, 30, 150
112, 128, 180
161, 92, 1
59, 88, 107
40, 31, 127
161, 57, 125
163, 183, 162
39, 42, 123
105, 26, 79
110, 21, 227
58, 21, 53
110, 26, 174
107, 27, 151
107, 31, 167
60, 172, 201
9, 174, 172
41, 195, 199
118, 187, 153
22, 35, 162
105, 18, 64
6, 207, 91
8, 11, 140
40, 71, 121
174, 165, 171
9, 184, 223
97, 41, 211
8, 11, 161
38, 90, 81
19, 88, 36
61, 34, 151
97, 30, 167
97, 90, 219
97, 19, 87
109, 90, 85
5, 82, 169
4, 89, 149
49, 130, 199
190, 103, 191
7, 81, 209
248, 148, 237
189, 71, 145
169, 139, 180
176, 142, 181
174, 216, 170
214, 131, 173
181, 110, 181
178, 121, 173
181, 131, 170
163, 216, 172
195, 109, 193
162, 73, 188
213, 139, 180
171, 142, 189
181, 132, 189
197, 125, 172
162, 132, 173
70, 130, 186
179, 143, 181
174, 128, 161
175, 121, 180
38, 132, 173
213, 142, 165
191, 0, 145
215, 215, 237
174, 128, 161
159, 97, 186
159, 121, 172
180, 145, 173
53, 72, 145
103, 171, 107
57, 108, 189
177, 233, 40
198, 128, 189
117, 142, 170
162, 216, 188
175, 128, 145
161, 228, 175
195, 128, 189
149, 140, 177
38, 71, 145
195, 65, 1
175, 116, 189
181, 214, 168
188, 108, 182
188, 78, 221
175, 142, 195
196, 143, 161
212, 132, 173
164, 215, 170
181, 108, 189
169, 129, 172
179, 139, 181
176, 216, 188
161, 142, 186
191, 97, 173
189, 125, 180
171, 129, 161
181, 128, 161
3, 76, 47
41, 46, 167
185, 151, 219
108, 80, 167
76, 8, 28
38, 98, 190
174, 124, 236
179, 132, 161
189, 143, 170
13, 106, 170
173, 139, 181
190, 129, 173
65, 182, 25
9, 118, 162
108, 47, 114
189, 121, 189
177, 218, 195
189, 107, 180
186, 107, 173
185, 129, 153
18, 106, 211
