Band0, Band1, Band2
66, 214, 181
166, 88, 125
185, 135, 22
8, 82, 157
183, 210, 30
192, 108, 123
43, 18, 163
95, 23, 230
111, 119, 60
6, 112, 54
55, 103, 64
180, 73, 87
168, 107, 45
105, 169, 54
164, 34, 112
22, 112, 59
60, 18, 62
192, 157, 25
180, 0, 232
3, 201, 163
164, 89, 128
22, 167, 112
39, 169, 152
7, 167, 155
49, 216, 221
44, 74, 104
103, 27, 172
8, 112, 167
183, 94, 7
22, 169, 124
22, 170, 101
104, 193, 164
39, 169, 97
39, 34, 124
96, 95, 85
6, 60, 17
30, 243, 43
67, 114, 150
43, 71, 189
20, 168, 92
104, 91, 124
96, 22, 200
4, 22, 46
59, 78, 150
65, 128, 237
102, 61, 200
105, 83, 15
96, 61, 104
112, 61, 154
4, 181, 211
7, 84, 168
59, 71, 168
101, 81, 80
96, 93, 124
111, 106, 51
108, 60, 31
5, 62, 42
5, 11, 1
96, 62, 14
96, 0, 89
104, 205, 225
105, 92, 220
105, 8, 222
66, 214, 168
8, 11, 167
58, 118, 172
48, 216, 169
64, 130, 189
59, 71, 161
58, 0, 169
64, 121, 163
59, 107, 161
62, 121, 161
64, 131, 173
53, 210, 138
199, 231, 229
190, 158, 203
63, 107, 13
53, 217, 202
195, 118, 184
21, 142, 140
178, 143, 173
38, 73, 189
53, 210, 236
178, 116, 134
21, 107, 169
6, 87, 28
161, 80, 80
21, 112, 228
39, 80, 122
18, 80, 122
60, 89, 157
6, 90, 220
6, 90, 214
112, 90, 213
6, 108, 227
4, 90, 79
7, 88, 151
8, 85, 167
8, 116, 170
55, 109, 22
10, 92, 147
5, 82, 163
66, 218, 161
66, 71, 161
7, 122, 189
176, 80, 85
186, 229, 22
96, 207, 153
192, 173, 49
43, 66, 46
14, 232, 10
186, 140, 56
3, 22, 219
5, 20, 210
4, 92, 219
97, 92, 87
4, 41, 211
4, 51, 211
109, 162, 211
4, 187, 211
109, 183, 167
111, 176, 172
6, 191, 167
110, 191, 148
111, 58, 28
66, 122, 172
163, 94, 232
111, 27, 157
105, 61, 32
61, 123, 208
66, 99, 189
44, 125, 172
62, 116, 189
64, 114, 169
215, 104, 71
118, 69, 45
14, 60, 31
5, 22, 5
97, 124, 32
97, 209, 204
64, 100, 219
180, 151, 45
183, 106, 49
181, 9, 151
93, 189, 77
40, 167, 150
21, 188, 206
163, 192, 28
21, 188, 121
39, 194, 139
39, 170, 152
39, 193, 151
65, 174, 178
68, 131, 181
55, 133, 171
2, 195, 152
181, 189, 124
14, 88, 97
15, 119, 27
111, 23, 14
112, 61, 15
96, 21, 133
112, 83, 31
105, 61, 14
96, 209, 26
43, 67, 35
96, 23, 56
66, 151, 161
55, 230, 51
18, 205, 172
48, 130, 181
64, 71, 168
22, 166, 205
105, 166, 125
61, 82, 173
4, 120, 212
182, 143, 243
49, 143, 246
102, 29, 152
4, 181, 163
3, 129, 183
7, 95, 171
112, 41, 152
4, 88, 28
61, 165, 173
44, 115, 13
66, 126, 184
192, 72, 179
58, 71, 168
162, 206, 106
22, 31, 128
40, 29, 46
40, 169, 157
39, 42, 147
44, 71, 40
196, 139, 42
179, 155, 211
53, 129, 172
48, 158, 40
48, 159, 160
42, 0, 151
64, 116, 190
48, 156, 172
38, 93, 47
14, 78, 128
14, 89, 28
59, 165, 158
44, 8, 161
189, 214, 188
162, 124, 172
176, 216, 129
162, 132, 189
163, 130, 165
200, 11, 251
66, 121, 1
220, 139, 236
165, 118, 186
122, 216, 161
195, 107, 161
15, 118, 147
64, 98, 236
181, 108, 169
188, 109, 167
188, 128, 3
185, 97, 211
39, 0, 147
14, 129, 169
48, 72, 168
59, 114, 161
60, 119, 173
48, 129, 169
21, 65, 22
38, 88, 180
2, 27, 204
10, 161, 167
42, 34, 54
105, 61, 4
112, 62, 14
8, 62, 12
66, 74, 161
192, 48, 163
186, 128, 53
181, 38, 1
167, 46, 34
38, 27, 205
104, 92, 107
7, 92, 2
60, 88, 46
22, 86, 123
163, 41, 128
105, 30, 121
4, 184, 176
61, 106, 237
10, 84, 168
5, 3, 169
13, 167, 106
162, 57, 102
21, 168, 101
19, 31, 127
16, 31, 152
19, 168, 127
21, 89, 49
93, 78, 109
96, 112, 25
61, 235, 21
24, 226, 159
9, 170, 219
18, 203, 167
15, 175, 127
60, 184, 172
10, 81, 168
61, 130, 169
96, 22, 54
97, 115, 10
4, 81, 152
104, 21, 50
40, 84, 27
105, 21, 27
68, 20, 168
108, 69, 7
5, 23, 21
5, 83, 12
4, 61, 147
5, 112, 162
5, 21, 171
96, 61, 8
97, 62, 42
4, 21, 130
109, 84, 40
48, 218, 189
64, 97, 169
23, 232, 4
179, 216, 178
190, 158, 113
186, 214, 105
196, 214, 227
190, 103, 15
188, 143, 176
48, 97, 155
53, 214, 15
54, 214, 163
190, 217, 179
177, 123, 173
190, 72, 161
160, 119, 171
14, 132, 145
178, 127, 2
198, 97, 194
117, 132, 180
171, 217, 188
186, 118, 145
162, 139, 175
195, 163, 186
181, 58, 97
14, 57, 128
188, 57, 139
15, 57, 98
188, 52, 158
15, 183, 213
7, 174, 151
4, 80, 117
112, 8, 151
109, 165, 221
4, 113, 162
4, 174, 150
6, 106, 121
9, 80, 167
9, 82, 167
7, 83, 167
8, 106, 150
44, 205, 168
191, 9, 168
22, 92, 219
163, 34, 99
49, 133, 3
189, 107, 3
162, 214, 167
174, 106, 123
4, 86, 229
39, 85, 51
39, 26, 51
39, 28, 205
105, 169, 53
18, 57, 53
39, 169, 219
105, 41, 54
39, 112, 109
61, 87, 243
44, 205, 148
108, 22, 229
6, 64, 34
111, 61, 208
18, 18, 59
58, 198, 152
68, 80, 189
24, 40, 112
4, 209, 39
6, 184, 117
110, 38, 124
39, 92, 228
110, 165, 48
60, 95, 151
110, 85, 123
59, 239, 23
111, 86, 205
60, 171, 220
44, 143, 168
48, 128, 173
60, 129, 190
179, 162, 85
68, 89, 28
181, 187, 97
188, 52, 97
111, 180, 148
49, 217, 164
7, 186, 221
105, 64, 35
61, 123, 21
44, 97, 167
191, 67, 245
