Band0, Band1, Band2
194, 161, 85
118, 97, 60
39, 112, 168
14, 79, 232
166, 116, 87
188, 97, 142
188, 113, 177
110, 72, 1
14, 114, 166
41, 112, 186
188, 8, 169
110, 112, 162
195, 0, 166
22, 128, 166
42, 132, 171
161, 118, 171
38, 34, 166
193, 128, 219
39, 9, 165
14, 88, 169
52, 11, 162
39, 106, 181
38, 118, 170
169, 114, 171
41, 94, 171
191, 114, 211
147, 118, 141
189, 112, 212
15, 90, 168
184, 9, 180
53, 128, 138
162, 0, 211
181, 71, 169
13, 9, 212
166, 112, 25
186, 133, 164
191, 78, 209
42, 132, 167
164, 112, 129
50, 159, 162
196, 118, 171
39, 106, 167
74, 114, 237
165, 186, 219
184, 118, 170
53, 129, 173
87, 174, 139
179, 217, 183
190, 142, 183
162, 118, 168
190, 132, 249
179, 98, 236
190, 73, 183
126, 125, 161
189, 129, 142
214, 139, 181
195, 118, 145
195, 133, 236
165, 152, 188
38, 97, 170
193, 124, 172
179, 216, 193
165, 132, 161
21, 130, 165
72, 132, 173
162, 129, 173
179, 126, 175
195, 118, 145
169, 214, 188
174, 107, 173
164, 147, 187
197, 112, 186
38, 132, 168
45, 216, 181
175, 122, 180
179, 214, 181
143, 131, 189
192, 206, 186
162, 132, 165
212, 121, 179
182, 132, 186
79, 142, 172
162, 144, 173
175, 0, 194
162, 143, 180
190, 107, 168
195, 118, 191
182, 124, 180
195, 119, 142
16, 218, 181
179, 142, 181
175, 130, 189
170, 109, 173
162, 144, 173
175, 132, 145
188, 132, 177
218, 143, 173
171, 131, 189
38, 108, 180
213, 139, 181
186, 132, 145
173, 142, 236
171, 143, 189
21, 73, 173
222, 228, 177
188, 128, 189
174, 125, 170
172, 131, 177
182, 132, 173
174, 131, 173
179, 214, 161
112, 20, 212
181, 33, 179
53, 129, 171
15, 81, 183
181, 128, 166
162, 121, 169
44, 11, 149
41, 108, 170
13, 88, 155
14, 129, 161
38, 80, 172
56, 158, 68
101, 5, 140
97, 86, 151
95, 86, 85
93, 2, 150
93, 30, 150
93, 30, 221
93, 30, 220
93, 28, 219
96, 167, 221
43, 44, 85
112, 80, 219
112, 18, 88
4, 20, 219
96, 86, 150
96, 85, 85
111, 92, 220
93, 41, 223
111, 28, 221
105, 52, 85
105, 162, 73
112, 181, 167
44, 12, 152
43, 92, 117
92, 106, 174
86, 80, 180
14, 92, 211
185, 113, 172
181, 159, 177
14, 119, 168
163, 112, 236
181, 0, 172
185, 8, 177
21, 115, 165
184, 72, 167
17, 112, 211
191, 73, 129
16, 113, 164
186, 88, 171
21, 159, 170
15, 118, 236
195, 128, 189
134, 233, 181
189, 0, 169
176, 139, 237
195, 74, 161
181, 133, 168
181, 108, 182
182, 143, 173
212, 128, 161
173, 139, 188
186, 132, 172
177, 141, 183
38, 106, 189
174, 132, 180
172, 139, 161
179, 130, 188
193, 121, 168
191, 98, 183
165, 207, 170
186, 131, 170
21, 151, 189
178, 125, 11
213, 121, 145
175, 98, 173
172, 121, 186
213, 142, 181
40, 130, 145
186, 124, 236
182, 106, 161
179, 126, 180
188, 97, 189
214, 121, 186
212, 142, 177
181, 107, 161
218, 215, 183
190, 128, 186
162, 140, 161
173, 131, 173
182, 108, 183
60, 88, 199
181, 129, 168
213, 147, 189
111, 92, 166
15, 71, 176
189, 114, 171
39, 107, 166
185, 9, 1
188, 20, 169
41, 128, 168
