Band0, Band1, Band2
10, 70, 133
105, 207, 29
21, 166, 217
53, 167, 25
185, 57, 28
62, 168, 121
185, 186, 157
53, 168, 179
188, 52, 123
189, 52, 123
14, 167, 27
109, 162, 128
4, 88, 147
4, 165, 147
109, 26, 227
4, 26, 53
9, 86, 1
107, 125, 121
39, 209, 13
104, 22, 202
104, 208, 153
104, 206, 27
105, 26, 125
68, 27, 150
5, 92, 171
10, 88, 172
7, 34, 167
104, 91, 50
105, 207, 229
96, 208, 133
96, 68, 133
4, 67, 4
9, 69, 133
5, 120, 207
10, 20, 210
10, 2, 145
10, 85, 168
8, 86, 168
8, 82, 169
96, 62, 205
111, 22, 144
9, 111, 229
10, 3, 168
8, 86, 170
85, 245, 45
111, 235, 207
61, 133, 210
49, 129, 161
166, 53, 82
18, 35, 229
60, 99, 147
185, 35, 119
42, 165, 81
6, 185, 152
96, 31, 222
85, 53, 100
81, 53, 100
160, 55, 100
46, 31, 222
46, 186, 99
19, 168, 95
93, 55, 100
85, 54, 127
66, 101, 231
76, 38, 230
110, 106, 85
61, 78, 139
44, 174, 170
189, 114, 11
13, 80, 168
188, 119, 161
64, 133, 169
64, 8, 177
3, 128, 177
42, 73, 211
48, 114, 172
58, 0, 244
60, 78, 169
58, 129, 168
8, 206, 4
192, 128, 53
40, 206, 203
191, 215, 50
65, 87, 175
43, 114, 2
57, 133, 161
101, 87, 229
104, 21, 228
68, 95, 171
8, 26, 152
22, 91, 58
95, 60, 138
4, 61, 43
61, 115, 40
7, 206, 168
171, 12, 4
60, 208, 47
111, 87, 54
22, 89, 54
104, 57, 87
104, 197, 150
109, 198, 201
108, 162, 223
105, 89, 232
108, 94, 73
61, 210, 213
199, 254, 22
190, 249, 21
190, 251, 41
23, 238, 241
12, 61, 223
9, 22, 87
9, 68, 3
10, 171, 189
104, 36, 63
104, 30, 219
96, 43, 70
6, 159, 15
68, 69, 250
8, 130, 167
111, 59, 210
41, 162, 204
59, 191, 166
61, 12, 169
57, 166, 127
42, 183, 87
22, 42, 91
112, 167, 218
12, 23, 190
111, 29, 85
61, 145, 246
181, 65, 246
189, 149, 239
65, 233, 246
55, 238, 14
67, 9, 189
38, 118, 237
80, 96, 234
10, 64, 11
9, 60, 179
9, 69, 5
9, 62, 15
10, 60, 130
10, 114, 20
66, 72, 168
40, 120, 37
103, 64, 207
104, 18, 54
111, 27, 121
10, 30, 169
4, 26, 211
111, 37, 48
104, 19, 45
105, 207, 27
109, 60, 14
5, 69, 133
8, 62, 208
65, 225, 191
55, 244, 21
38, 150, 23
57, 141, 13
66, 11, 184
105, 90, 171
103, 211, 214
5, 68, 105
8, 62, 11
68, 9, 160
8, 8, 189
180, 198, 125
61, 206, 171
5, 179, 161
104, 189, 218
104, 44, 91
93, 33, 70
4, 99, 56
109, 90, 12
4, 112, 239
190, 248, 248
42, 69, 247
24, 220, 23
66, 116, 105
55, 116, 237
105, 190, 100
64, 174, 211
104, 198, 218
22, 197, 218
104, 198, 164
104, 197, 211
105, 196, 211
105, 196, 212
96, 196, 167
109, 195, 169
8, 174, 170
61, 8, 168
8, 11, 161
9, 168, 211
95, 166, 54
4, 208, 57
9, 69, 210
5, 60, 209
9, 176, 135
8, 180, 168
10, 113, 173
107, 199, 212
96, 177, 164
93, 196, 211
118, 189, 210
163, 52, 89
21, 28, 86
40, 18, 89
59, 21, 232
69, 61, 161
49, 71, 170
66, 128, 170
17, 126, 7
102, 64, 42
109, 23, 245
92, 63, 20
91, 196, 152
91, 178, 163
92, 3, 105
96, 178, 211
6, 198, 168
96, 30, 87
104, 110, 57
109, 63, 232
24, 227, 10
48, 241, 239
54, 238, 5
181, 149, 15
57, 149, 131
41, 66, 176
58, 133, 210
66, 97, 167
49, 114, 181
38, 107, 177
69, 174, 168
57, 142, 189
183, 107, 166
16, 216, 173
178, 122, 177
179, 214, 181
141, 131, 189
67, 123, 106
66, 0, 173
66, 118, 161
183, 132, 170
117, 129, 172
171, 126, 177
147, 93, 110
183, 41, 199
67, 124, 190
55, 119, 180
39, 170, 232
163, 167, 86
118, 93, 91
104, 87, 54
96, 22, 204
8, 103, 62
104, 29, 212
105, 170, 211
110, 201, 211
111, 193, 211
68, 61, 238
24, 250, 250
112, 71, 236
39, 23, 15
5, 29, 2
163, 93, 64
166, 43, 69
22, 89, 64
105, 87, 107
7, 85, 1
6, 167, 151
106, 186, 103
41, 57, 53
41, 89, 204
41, 92, 109
7, 26, 209
61, 142, 169
54, 239, 106
48, 127, 23
11, 85, 130
109, 166, 205
68, 121, 251
66, 72, 168
13, 149, 22
42, 91, 227
96, 85, 54
104, 166, 85
96, 109, 56
9, 208, 46
7, 120, 140
101, 209, 56
96, 188, 87
7, 177, 168
9, 4, 170
96, 193, 212
22, 35, 70
68, 82, 165
57, 237, 245
182, 73, 13
10, 5, 219
20, 111, 63
104, 90, 65
104, 89, 69
111, 34, 54
93, 186, 119
68, 115, 169
109, 174, 211
109, 175, 168
186, 190, 99
59, 194, 152
112, 197, 169
112, 196, 167
8, 174, 172
8, 87, 161
53, 147, 106
190, 246, 249
189, 245, 249
185, 147, 241
66, 115, 243
195, 237, 21
105, 96, 143
8, 2, 87
96, 187, 87
6, 177, 169
109, 177, 167
6, 178, 168
68, 18, 161
49, 114, 163
112, 72, 164
188, 142, 177
184, 132, 166
41, 112, 105
62, 11, 151
13, 20, 8
112, 18, 200
184, 231, 8
13, 230, 5
13, 233, 44
21, 207, 5
119, 215, 29
191, 208, 35
13, 211, 206
17, 143, 229
40, 20, 32
105, 209, 155
44, 47, 170
188, 127, 18
12, 23, 165
109, 68, 26
4, 192, 212
7, 199, 168
109, 195, 169
95, 58, 87
104, 91, 69
96, 91, 69
96, 91, 147
95, 18, 51
105, 21, 54
110, 93, 54
109, 95, 55
97, 93, 210
109, 33, 55
9, 46, 211
68, 11, 161
107, 177, 169
4, 196, 167
111, 52, 87
110, 91, 37
10, 93, 208
105, 18, 44
22, 87, 54
111, 91, 70
4, 51, 119
6, 47, 73
96, 161, 94
109, 95, 73
4, 208, 149
30, 250, 22
55, 245, 245
56, 150, 21
189, 249, 11
12, 3, 119
68, 79, 189
61, 126, 172
111, 161, 49
109, 197, 152
8, 82, 170
68, 129, 173
221, 136, 37
69, 86, 99
96, 87, 223
95, 95, 74
105, 33, 84
95, 43, 94
96, 165, 73
4, 94, 122
6, 142, 22
112, 69, 130
104, 56, 89
104, 193, 73
109, 196, 168
4, 178, 170
109, 196, 167
22, 57, 223
22, 44, 70
104, 33, 71
61, 87, 172
185, 139, 250
196, 234, 249
191, 228, 23
38, 127, 249
3, 185, 119
109, 2, 211
109, 84, 1
9, 180, 172
9, 165, 169
10, 161, 169
109, 26, 212
104, 86, 231
6, 26, 222
4, 27, 222
7, 85, 139
5, 86, 236
108, 85, 53
13, 50, 108
181, 42, 81
21, 167, 111
22, 42, 85
9, 162, 87
104, 41, 111
68, 12, 145
10, 79, 169
8, 174, 172
118, 188, 225
40, 188, 221
39, 170, 150
104, 193, 167
105, 197, 223
61, 83, 191
66, 119, 173
191, 129, 181
96, 22, 106
8, 82, 1
8, 106, 12
68, 80, 189
10, 114, 170
96, 90, 207
94, 34, 54
97, 201, 212
2, 178, 168
108, 178, 168
107, 200, 169
96, 58, 219
4, 5, 169
9, 95, 1
68, 130, 168
44, 73, 177
181, 139, 175
3, 93, 25
95, 18, 59
39, 208, 35
108, 23, 232
5, 24, 238
5, 23, 238
5, 70, 15
24, 243, 22
199, 238, 238
183, 238, 130
183, 238, 10
34, 238, 245
12, 63, 55
9, 61, 12
8, 123, 160
9, 64, 12
5, 22, 56
94, 229, 44
4, 90, 205
4, 90, 40
7, 206, 21
62, 253, 9
12, 175, 167
10, 113, 169
68, 80, 161
61, 114, 180
8, 118, 169
