Band0, Band1, Band2
196, 148, 184
110, 95, 169
179, 147, 145
168, 74, 195
189, 108, 180
186, 107, 173
161, 129, 170
175, 140, 173
191, 128, 145
185, 214, 172
223, 144, 18
181, 71, 161
171, 141, 183
176, 119, 189
194, 216, 186
191, 132, 165
195, 130, 181
162, 124, 170
186, 98, 180
177, 144, 186
38, 151, 145
162, 138, 1
151, 117, 189
168, 215, 186
169, 218, 173
175, 205, 187
197, 215, 173
162, 129, 145
174, 157, 236
162, 132, 189
13, 129, 178
14, 128, 189
14, 133, 171
219, 145, 181
190, 71, 145
117, 155, 183
220, 121, 177
162, 130, 188
159, 125, 171
195, 131, 187
189, 107, 173
196, 121, 180
141, 130, 194
162, 215, 173
186, 129, 179
182, 139, 173
176, 133, 189
16, 130, 169
195, 138, 181
186, 129, 170
189, 214, 170
176, 121, 173
189, 107, 183
179, 214, 236
181, 107, 185
175, 216, 188
161, 0, 161
193, 144, 173
188, 97, 189
178, 126, 181
55, 73, 188
96, 205, 86
68, 91, 211
10, 87, 168
4, 5, 169
111, 180, 219
111, 89, 107
105, 27, 151
60, 27, 151
7, 41, 168
8, 82, 161
66, 142, 173
55, 133, 188
182, 129, 168
193, 119, 186
14, 214, 236
176, 124, 173
196, 129, 179
169, 98, 193
14, 133, 189
21, 97, 168
220, 145, 181
190, 71, 161
174, 138, 179
151, 142, 189
186, 0, 173
191, 121, 169
56, 122, 184
190, 94, 169
87, 72, 163
196, 142, 189
161, 210, 181
189, 106, 180
194, 131, 161
15, 97, 170
14, 119, 236
191, 118, 189
219, 127, 160
54, 116, 161
168, 138, 186
178, 139, 187
174, 106, 189
181, 143, 180
179, 214, 173
170, 132, 188
189, 107, 236
181, 131, 165
168, 216, 194
198, 133, 173
40, 142, 170
61, 161, 168
66, 129, 189
101, 31, 222
96, 86, 227
96, 27, 220
111, 85, 85
93, 110, 89
8, 87, 219
4, 20, 54
8, 86, 168
8, 80, 170
66, 151, 170
55, 119, 188
183, 217, 237
161, 71, 189
41, 96, 167
18, 72, 168
39, 94, 163
186, 88, 169
14, 108, 169
14, 94, 152
42, 113, 169
64, 95, 148
52, 154, 168
167, 94, 172
14, 95, 151
212, 103, 167
21, 96, 169
169, 101, 158
188, 94, 211
159, 133, 169
21, 154, 172
72, 155, 151
15, 110, 168
196, 104, 53
0, 94, 151
13, 95, 211
134, 103, 148
54, 104, 104
192, 38, 3
195, 100, 46
117, 103, 29
192, 89, 53
72, 152, 175
14, 99, 211
13, 103, 3
181, 33, 202
14, 98, 55
42, 94, 236
184, 101, 211
191, 71, 87
178, 142, 186
6, 99, 167
196, 124, 186
165, 207, 142
204, 75, 181
182, 214, 161
171, 133, 173
65, 33, 172
165, 139, 189
42, 71, 173
49, 122, 140
228, 141, 181
175, 131, 186
182, 214, 170
69, 119, 173
215, 130, 145
220, 140, 236
69, 33, 167
112, 8, 169
77, 37, 169
44, 72, 219
7, 81, 168
4, 3, 211
8, 181, 170
97, 181, 169
7, 2, 167
6, 181, 169
9, 191, 168
7, 3, 140
9, 3, 172
8, 181, 169
7, 173, 168
2, 172, 168
43, 191, 201
49, 112, 169
15, 116, 141
159, 47, 173
66, 78, 168
198, 216, 181
42, 78, 150
81, 116, 170
44, 78, 169
195, 126, 186
65, 8, 172
185, 128, 140
161, 0, 169
48, 108, 173
188, 128, 170
168, 121, 184
53, 128, 169
183, 78, 169
62, 116, 163
54, 94, 160
184, 121, 173
181, 115, 189
188, 129, 172
53, 110, 169
11, 91, 91
9, 3, 168
97, 3, 152
111, 93, 111
93, 166, 107
96, 28, 221
8, 2, 189
96, 27, 99
106, 41, 95
111, 180, 111
9, 87, 1
3, 116, 169
8, 22, 1
107, 2, 152
111, 84, 107
96, 2, 150
69, 112, 189
66, 216, 189
181, 92, 50
192, 134, 57
12, 23, 140
68, 73, 173
23, 106, 60
12, 25, 169
97, 86, 150
7, 181, 169
59, 182, 150
111, 196, 211
104, 170, 150
105, 168, 210
96, 176, 139
66, 116, 189
9, 175, 169
7, 181, 167
107, 168, 151
111, 86, 221
109, 87, 87
8, 21, 172
59, 46, 140
44, 108, 163
174, 33, 234
61, 197, 168
96, 201, 164
96, 168, 221
4, 86, 150
5, 25, 169
4, 28, 212
4, 186, 167
96, 198, 164
96, 193, 169
93, 55, 0
61, 79, 167
95, 168, 221
59, 196, 166
60, 37, 219
60, 161, 167
64, 161, 147
57, 76, 48
179, 34, 51
191, 182, 199
61, 80, 169
192, 118, 168
2, 9, 170
58, 116, 211
162, 0, 172
104, 81, 173
166, 114, 169
190, 122, 189
186, 118, 173
197, 131, 160
191, 122, 189
48, 116, 161
53, 205, 173
12, 81, 171
25, 117, 189
15, 112, 173
195, 130, 168
160, 131, 184
55, 133, 161
186, 128, 161
182, 129, 189
54, 129, 160
171, 142, 186
13, 157, 165
162, 132, 189
61, 180, 211
53, 118, 189
161, 142, 175
220, 127, 173
190, 0, 145
117, 214, 173
220, 143, 129
162, 128, 145
0, 139, 171
195, 131, 187
189, 119, 173
197, 121, 180
173, 130, 194
162, 215, 173
197, 129, 179
189, 142, 173
176, 133, 145
0, 130, 172
195, 133, 173
186, 129, 187
188, 214, 170
165, 121, 173
189, 119, 183
93, 53, 72
61, 2, 152
58, 167, 168
6, 28, 219
105, 27, 227
111, 181, 127
38, 9, 11
3, 5, 167
96, 84, 219
94, 83, 167
8, 93, 169
8, 181, 170
66, 147, 161
196, 142, 181
12, 27, 167
61, 73, 168
185, 90, 111
3, 72, 167
110, 28, 221
8, 180, 169
107, 162, 221
68, 80, 170
64, 37, 107
64, 100, 219
64, 78, 117
49, 118, 172
3, 12, 180
68, 71, 161
66, 133, 189
59, 10, 161
55, 97, 168
109, 79, 210
65, 11, 169
60, 92, 147
11, 114, 145
7, 82, 168
57, 143, 181
66, 112, 189
192, 117, 161
185, 112, 163
103, 180, 169
62, 172, 70
10, 113, 160
61, 128, 189
192, 8, 186
186, 142, 189
188, 128, 169
199, 122, 193
174, 130, 172
181, 129, 161
43, 58, 111
105, 89, 99
3, 3, 161
112, 27, 221
4, 86, 107
8, 85, 169
68, 74, 189
66, 129, 161
77, 28, 111
68, 19, 201
8, 116, 168
66, 80, 161
49, 107, 189
163, 234, 36
12, 5, 150
9, 82, 172
59, 38, 221
66, 144, 184
189, 132, 170
108, 27, 53
10, 5, 169
68, 110, 168
57, 129, 189
66, 128, 173
55, 132, 181
180, 98, 183
163, 119, 170
13, 142, 170
162, 215, 181
197, 129, 170
162, 108, 183
181, 132, 161
189, 130, 186
175, 125, 172
179, 73, 182
166, 139, 189
182, 216, 187
202, 118, 180
171, 140, 189
195, 128, 172
182, 125, 180
141, 131, 188
189, 214, 189
168, 133, 161
186, 121, 179
182, 106, 173
71, 142, 161
179, 144, 173
179, 108, 161
172, 216, 173
66, 88, 170
103, 165, 99
23, 139, 63
65, 125, 6
8, 125, 87
66, 8, 190
49, 114, 170
22, 205, 205
60, 90, 147
185, 118, 145
196, 131, 186
183, 207, 142
69, 175, 1
11, 120, 161
7, 12, 151
57, 210, 189
191, 18, 173
111, 171, 150
1, 15, 57
9, 180, 161
68, 81, 168
59, 11, 173
54, 157, 173
164, 118, 137
2, 1, 72
9, 180, 169
8, 0, 168
66, 133, 173
192, 133, 189
182, 130, 187
99, 195, 91
85, 174, 57
64, 162, 169
21, 186, 95
3, 89, 168
68, 0, 168
57, 0, 186
104, 41, 111
20, 89, 86
95, 90, 65
106, 107, 70
7, 90, 190
68, 81, 168
66, 108, 172
163, 153, 167
81, 175, 174
81, 203, 221
85, 198, 168
61, 15, 161
66, 81, 168
101, 178, 171
189, 121, 189
69, 74, 164
244, 215, 183
15, 92, 169
3, 179, 168
66, 216, 189
44, 118, 1
109, 81, 169
181, 107, 168
198, 143, 244
100, 6, 85
61, 114, 173
66, 128, 177
55, 206, 173
104, 114, 161
52, 130, 160
87, 195, 151
68, 79, 172
66, 142, 189
55, 122, 170
188, 114, 173
64, 8, 160
176, 216, 183
169, 108, 183
59, 195, 151
13, 129, 189
189, 125, 165
179, 129, 189
181, 205, 173
165, 136, 2
36, 129, 194
126, 133, 170
165, 143, 183
175, 128, 137
21, 138, 236
213, 130, 189
173, 139, 177
181, 128, 145
189, 125, 1
178, 129, 189
181, 151, 170
15, 215, 188
186, 129, 173
176, 142, 181
55, 129, 161
175, 108, 183
21, 139, 170
189, 108, 145
171, 122, 172
195, 214, 177
176, 216, 186
161, 142, 170
53, 128, 173
38, 142, 180
173, 121, 161
165, 130, 161
181, 215, 177
63, 50, 111
0, 48, 162
81, 33, 232
196, 100, 107
96, 33, 127
44, 110, 169
162, 103, 107
179, 36, 216
200, 103, 25
179, 98, 189
76, 36, 84
214, 101, 97
186, 101, 209
14, 154, 222
182, 124, 197
168, 152, 188
189, 118, 173
186, 214, 170
171, 129, 177
174, 143, 189
188, 118, 145
4, 195, 151
60, 2, 167
6, 26, 152
8, 28, 168
6, 3, 169
9, 85, 152
5, 27, 167
68, 129, 161
60, 33, 169
5, 86, 150
68, 115, 168
8, 0, 172
7, 114, 189
52, 127, 43
11, 5, 167
5, 5, 168
8, 92, 160
59, 153, 157
189, 78, 218
64, 88, 244
11, 2, 169
5, 91, 221
61, 116, 161
66, 118, 173
176, 50, 95
12, 5, 170
96, 185, 167
68, 113, 161
8, 79, 169
39, 189, 222
18, 30, 219
18, 167, 221
18, 167, 107
18, 167, 221
107, 185, 167
110, 28, 221
111, 184, 151
6, 28, 152
110, 28, 219
111, 28, 151
111, 26, 219
96, 27, 219
96, 86, 167
8, 84, 151
5, 86, 169
8, 21, 168
68, 80, 161
66, 73, 168
55, 73, 167
185, 114, 168
21, 129, 172
13, 118, 172
53, 122, 188
190, 130, 172
185, 106, 168
102, 185, 150
5, 27, 167
43, 48, 151
89, 166, 54
60, 88, 152
60, 165, 150
185, 155, 67
38, 72, 86
85, 35, 111
16, 162, 167
3, 176, 170
10, 113, 168
62, 55, 53
66, 127, 189
192, 97, 181
164, 133, 186
78, 128, 168
220, 233, 181
183, 71, 161
193, 214, 177
178, 139, 189
212, 159, 183
189, 125, 180
172, 133, 161
195, 107, 173
179, 143, 177
13, 128, 189
191, 210, 171
188, 97, 170
214, 122, 181
15, 128, 161
39, 133, 155
189, 71, 189
179, 146, 172
23, 8, 194
166, 138, 180
173, 143, 188
186, 107, 173
181, 216, 185
195, 132, 173
149, 142, 189
191, 214, 236
162, 129, 185
168, 215, 188
198, 133, 173
118, 216, 170
195, 133, 173
197, 142, 172
169, 131, 189
186, 132, 186
176, 216, 129
13, 132, 172
179, 215, 173
174, 129, 145
212, 132, 236
64, 119, 173
185, 78, 172
177, 143, 170
171, 133, 186
191, 98, 173
212, 130, 195
168, 121, 169
196, 142, 183
212, 130, 161
198, 98, 249
51, 39, 84
16, 95, 35
36, 103, 107
181, 36, 219
185, 106, 53
182, 151, 145
