Band0, Band1, Band2
4, 86, 128
18, 26, 127
104, 26, 125
39, 166, 125
104, 41, 127
19, 42, 125
104, 167, 127
39, 167, 157
110, 42, 155
163, 51, 155
160, 42, 124
7, 29, 172
61, 80, 169
66, 99, 149
181, 155, 125
38, 118, 51
164, 111, 207
93, 27, 107
39, 82, 107
22, 109, 58
104, 109, 1
160, 125, 59
112, 63, 44
61, 83, 1
58, 120, 46
43, 81, 211
185, 8, 171
49, 80, 180
191, 112, 202
191, 80, 181
110, 80, 167
42, 128, 199
179, 48, 79
66, 82, 168
43, 113, 178
174, 118, 226
11, 86, 163
109, 166, 151
66, 133, 211
48, 78, 0
196, 214, 251
116, 166, 110
87, 211, 51
105, 23, 58
109, 23, 25
43, 167, 147
66, 130, 190
183, 132, 173
181, 142, 180
173, 126, 161
165, 97, 161
181, 143, 170
198, 107, 244
181, 98, 181
198, 142, 183
198, 130, 183
163, 73, 236
48, 80, 174
162, 140, 189
195, 129, 161
13, 118, 186
179, 140, 236
178, 129, 189
38, 155, 145
195, 143, 173
182, 73, 193
182, 133, 161
164, 216, 193
186, 118, 168
13, 214, 186
176, 121, 177
212, 131, 161
181, 107, 145
17, 128, 173
220, 233, 236
195, 128, 194
162, 157, 173
195, 107, 173
170, 131, 186
181, 133, 177
175, 218, 173
182, 119, 172
72, 98, 186
176, 144, 177
191, 97, 145
159, 215, 1
215, 131, 189
171, 139, 183
166, 74, 186
179, 206, 177
186, 130, 189
161, 121, 186
13, 108, 164
189, 143, 189
212, 129, 236
161, 73, 189
0, 133, 165
220, 145, 173
195, 106, 145
159, 214, 173
220, 131, 129
162, 133, 145
13, 142, 173
195, 143, 177
195, 119, 189
175, 121, 180
214, 98, 188
174, 142, 173
178, 142, 179
191, 128, 173
176, 125, 186
193, 74, 160
195, 133, 173
61, 113, 166
177, 218, 156
182, 139, 173
179, 119, 188
181, 110, 2
181, 132, 170
175, 143, 187
183, 165, 169
49, 151, 232
169, 121, 190
176, 140, 172
179, 128, 194
193, 142, 173
181, 119, 170
186, 215, 1
182, 112, 145
204, 143, 177
179, 142, 173
175, 132, 186
21, 133, 168
191, 35, 232
181, 102, 228
38, 94, 29
166, 154, 164
192, 36, 231
14, 106, 48
15, 205, 149
191, 112, 151
60, 78, 20
64, 112, 180
14, 163, 111
64, 211, 212
64, 128, 176
102, 84, 219
97, 85, 157
60, 95, 167
112, 80, 132
93, 31, 101
111, 43, 221
6, 84, 152
57, 223, 26
180, 106, 204
188, 222, 42
191, 44, 235
108, 27, 85
21, 205, 65
111, 62, 15
8, 201, 152
61, 72, 173
55, 126, 45
112, 205, 221
5, 27, 28
60, 159, 172
95, 85, 127
85, 93, 125
4, 82, 28
191, 73, 211
189, 92, 220
39, 159, 155
110, 90, 221
20, 32, 128
120, 26, 124
120, 89, 107
81, 18, 51
95, 89, 232
6, 200, 169
93, 177, 168
87, 45, 205
82, 93, 127
4, 174, 169
104, 85, 108
125, 96, 69
80, 89, 220
82, 18, 231
4, 22, 9
183, 231, 19
191, 230, 181
40, 60, 237
5, 85, 48
109, 205, 47
59, 43, 73
109, 177, 168
111, 196, 168
87, 168, 107
88, 61, 204
111, 22, 42
68, 81, 195
60, 128, 167
176, 0, 66
97, 84, 148
20, 29, 107
112, 187, 211
112, 120, 177
43, 71, 211
42, 171, 166
106, 185, 111
4, 196, 168
105, 2, 152
39, 183, 148
111, 96, 235
5, 27, 152
104, 166, 204
4, 186, 151
8, 11, 161
4, 186, 152
16, 28, 107
104, 207, 45
4, 61, 105
4, 185, 152
4, 195, 169
4, 23, 16
97, 69, 208
9, 92, 151
109, 183, 167
59, 159, 231
105, 184, 221
84, 169, 151
120, 188, 151
40, 194, 178
18, 185, 99
111, 184, 99
18, 162, 120
4, 29, 158
60, 11, 151
43, 81, 212
195, 130, 153
123, 244, 163
43, 231, 32
68, 23, 208
95, 84, 54
95, 90, 85
95, 26, 222
96, 85, 221
95, 20, 220
4, 18, 175
44, 149, 19
44, 114, 243
164, 111, 171
21, 110, 28
193, 94, 162
42, 34, 97
186, 94, 158
45, 38, 121
165, 88, 67
85, 93, 117
195, 153, 147
182, 89, 222
190, 101, 147
40, 43, 81
164, 88, 122
43, 26, 163
65, 129, 236
183, 80, 233
62, 45, 221
49, 113, 173
64, 138, 180
42, 20, 169
48, 159, 162
14, 166, 80
43, 91, 147
57, 131, 190
164, 142, 170
189, 107, 129
64, 93, 148
102, 116, 129
218, 141, 189
195, 132, 173
190, 206, 173
164, 214, 173
122, 74, 188
196, 138, 177
171, 129, 189
214, 139, 177
181, 97, 168
214, 139, 181
181, 128, 145
195, 212, 236
175, 116, 189
195, 108, 237
170, 121, 189
182, 138, 177
189, 0, 145
182, 138, 2
165, 119, 189
60, 41, 80
66, 130, 190
192, 119, 170
180, 143, 177
171, 132, 188
21, 214, 172
213, 142, 186
178, 139, 181
161, 73, 145
192, 207, 176
215, 142, 173
189, 73, 188
14, 214, 161
181, 129, 173
195, 143, 236
23, 128, 161
195, 108, 249
19, 142, 168
188, 132, 145
179, 124, 172
59, 34, 126
44, 88, 166
67, 131, 189
183, 106, 183
181, 131, 180
173, 126, 161
180, 130, 194
181, 142, 173
198, 133, 180
181, 132, 172
198, 98, 191
198, 130, 183
189, 76, 249
117, 208, 169
43, 166, 126
67, 131, 190
192, 112, 170
180, 140, 236
173, 131, 189
38, 108, 170
195, 142, 173
102, 182, 82
66, 113, 173
4, 71, 171
44, 71, 155
64, 129, 169
161, 166, 80
164, 155, 199
66, 20, 168
164, 88, 232
174, 210, 58
77, 140, 153
76, 211, 31
17, 66, 105
17, 60, 32
14, 209, 13
14, 208, 31
186, 208, 133
191, 125, 46
182, 215, 31
44, 18, 175
64, 128, 168
64, 106, 25
